ItemNumber,Voice,Plausible/Implausible,Stimulus,OriginalSentence,EvType
430,Active,Plausible,The toymaker overcharged the dairyman.,The toymaker was overcharged by the dairyman.,AAR
430,Passive,Plausible,The toymaker was overcharged by the dairyman.,The toymaker was overcharged by the dairyman.,AAR
430,Passive,Plausible,The dairyman was overcharged by the toymaker.,The toymaker was overcharged by the dairyman.,AAR
431,Active,Plausible,The publisher nominated the novelist.,The novelist was nominated by the publisher.,AAR
431,Active,Plausible,The novelist nominated the publisher.,The novelist was nominated by the publisher.,AAR
431,Passive,Plausible,The novelist was nominated by the publisher.,The novelist was nominated by the publisher.,AAR
431,Passive,Plausible,The publisher was nominated by the novelist.,The novelist was nominated by the publisher.,AAR
432,Active,Plausible,The commissioner bullied the liberal.,The commissioner bullied the liberal.,AAR
432,Active,Plausible,The liberal bullied the commissioner.,The commissioner bullied the liberal.,AAR
432,Passive,Plausible,The liberal was bullied by the commissioner.,The commissioner bullied the liberal.,AAR
432,Passive,Plausible,The commissioner was bullied by the liberal.,The commissioner bullied the liberal.,AAR
433,Active,Plausible,The veterinarian repaid the watchmaker.,The watchmaker was repaid by the veterinarian.,AAR
433,Active,Plausible,The watchmaker repaid the veterinarian.,The watchmaker was repaid by the veterinarian.,AAR
433,Passive,Plausible,The watchmaker was repaid by the veterinarian.,The watchmaker was repaid by the veterinarian.,AAR
433,Passive,Plausible,The veterinarian was repaid by the watchmaker.,The watchmaker was repaid by the veterinarian.,AAR
434,Active,Plausible,The philanthropist charmed the bishop.,The philanthropist charmed the bishop.,AAR
434,Active,Plausible,The bishop charmed the philanthropist.,The philanthropist charmed the bishop.,AAR
434,Passive,Plausible,The bishop was charmed by the philanthropist.,The philanthropist charmed the bishop.,AAR
434,Passive,Plausible,The philanthropist was charmed by the bishop.,The philanthropist charmed the bishop.,AAR
435,Active,Plausible,The anesthesiologist infuriated the orthopedist.,The orthopedist was infuriated by the anesthesiologist.,AAR
435,Active,Plausible,The orthopedist infuriated the anesthesiologist.,The orthopedist was infuriated by the anesthesiologist.,AAR
435,Passive,Plausible,The orthopedist was infuriated by the anesthesiologist.,The orthopedist was infuriated by the anesthesiologist.,AAR
435,Passive,Plausible,The anesthesiologist was infuriated by the orthopedist.,The orthopedist was infuriated by the anesthesiologist.,AAR
436,Active,Plausible,The violist distracted the flutist.,The violist distracted the flutist.,AAR
436,Active,Plausible,The flutist distracted the violist.,The violist distracted the flutist.,AAR
436,Passive,Plausible,The flutist was distracted by the violist.,The violist distracted the flutist.,AAR
436,Passive,Plausible,The violist was distracted by the flutist.,The violist distracted the flutist.,AAR
437,Active,Plausible,The husband liked the realtor.,The realtor was liked by the husband.,AAR
437,Active,Plausible,The realtor liked the husband.,The realtor was liked by the husband.,AAR
437,Passive,Plausible,The realtor was liked by the husband.,The realtor was liked by the husband.,AAR
437,Passive,Plausible,The husband was liked by the realtor.,The realtor was liked by the husband.,AAR
438,Active,Plausible,The hotelier distressed the doorman.,The hotelier distressed the doorman.,AAR
438,Active,Plausible,The doorman distressed the hotelier.,The hotelier distressed the doorman.,AAR
438,Passive,Plausible,The doorman was distressed by the hotelier.,The hotelier distressed the doorman.,AAR
438,Passive,Plausible,The hotelier was distressed by the doorman.,The hotelier distressed the doorman.,AAR
439,Active,Plausible,The cowboy nudged the ranger.,The ranger was nudged by the cowboy.,AAR
439,Active,Plausible,The ranger nudged the cowboy.,The ranger was nudged by the cowboy.,AAR
439,Passive,Plausible,The ranger was nudged by the cowboy.,The ranger was nudged by the cowboy.,AAR
439,Passive,Plausible,The cowboy was nudged by the ranger.,The ranger was nudged by the cowboy.,AAR
440,Active,Plausible,The bartender disturbed the regular.,The bartender disturbed the regular.,AAR
440,Active,Plausible,The regular disturbed the bartender.,The bartender disturbed the regular.,AAR
440,Passive,Plausible,The regular was disturbed by the bartender.,The bartender disturbed the regular.,AAR
440,Passive,Plausible,The bartender was disturbed by the regular.,The bartender disturbed the regular.,AAR
441,Active,Plausible,The stuntman inspired the boxer.,The boxer was inspired by the stuntman.,AAR
441,Active,Plausible,The boxer inspired the stuntman.,The boxer was inspired by the stuntman.,AAR
441,Passive,Plausible,The boxer was inspired by the stuntman.,The boxer was inspired by the stuntman.,AAR
441,Passive,Plausible,The stuntman was inspired by the boxer.,The boxer was inspired by the stuntman.,AAR
442,Active,Plausible,The feminist exasperated the polygamist.,The feminist exasperated the polygamist.,AAR
442,Active,Plausible,The polygamist exasperated the feminist.,The feminist exasperated the polygamist.,AAR
442,Passive,Plausible,The polygamist was exasperated by the feminist.,The feminist exasperated the polygamist.,AAR
442,Passive,Plausible,The feminist was exasperated by the polygamist.,The feminist exasperated the polygamist.,AAR
443,Active,Plausible,The storyteller saddened the matador.,The matador was saddened by the storyteller.,AAR
443,Active,Plausible,The matador saddened the storyteller.,The matador was saddened by the storyteller.,AAR
443,Passive,Plausible,The matador was saddened by the storyteller.,The matador was saddened by the storyteller.,AAR
443,Passive,Plausible,The storyteller was saddened by the matador.,The matador was saddened by the storyteller.,AAR
444,Active,Plausible,The informer exposed the murderer.,The informer exposed the murderer.,AAR
444,Active,Plausible,The murderer exposed the informer.,The informer exposed the murderer.,AAR
444,Passive,Plausible,The murderer was exposed by the informer.,The informer exposed the murderer.,AAR
444,Passive,Plausible,The informer was exposed by the murderer.,The informer exposed the murderer.,AAR
445,Active,Plausible,The bookbinder frustrated the lithographer.,The lithographer was frustrated by the bookbinder.,AAR
445,Active,Plausible,The lithographer frustrated the bookbinder.,The lithographer was frustrated by the bookbinder.,AAR
445,Passive,Plausible,The lithographer was frustrated by the bookbinder.,The lithographer was frustrated by the bookbinder.,AAR
445,Passive,Plausible,The bookbinder was frustrated by the lithographer.,The lithographer was frustrated by the bookbinder.,AAR
446,Active,Plausible,The newscaster eyed the bullfighter.,The newscaster eyed the bullfighter.,AAR
446,Active,Plausible,The bullfighter eyed the newscaster.,The newscaster eyed the bullfighter.,AAR
446,Passive,Plausible,The bullfighter was eyed by the newscaster.,The newscaster eyed the bullfighter.,AAR
446,Passive,Plausible,The newscaster was eyed by the bullfighter.,The newscaster eyed the bullfighter.,AAR
447,Active,Plausible,The treasurer perplexed the trustee.,The trustee was perplexed by the treasurer.,AAR
447,Active,Plausible,The trustee perplexed the treasurer.,The trustee was perplexed by the treasurer.,AAR
447,Passive,Plausible,The trustee was perplexed by the treasurer.,The trustee was perplexed by the treasurer.,AAR
447,Passive,Plausible,The treasurer was perplexed by the trustee.,The trustee was perplexed by the treasurer.,AAR
448,Active,Plausible,The skier fancied the figure-skater.,The skier fancied the figure-skater.,AAR
448,Active,Plausible,The figure-skater fancied the skier.,The skier fancied the figure-skater.,AAR
448,Passive,Plausible,The figure-skater was fancied by the skier.,The skier fancied the figure-skater.,AAR
448,Passive,Plausible,The skier was fancied by the figure-skater.,The skier fancied the figure-skater.,AAR
449,Active,Plausible,The American hosted the Italian.,The Italian was hosted by the American.,AAR
449,Active,Plausible,The Italian hosted the American.,The Italian was hosted by the American.,AAR
449,Passive,Plausible,The Italian was hosted by the American.,The Italian was hosted by the American.,AAR
449,Passive,Plausible,The American was hosted by the Italian.,The Italian was hosted by the American.,AAR
450,Active,Plausible,The pilgrim fascinated the rabbi.,The pilgrim fascinated the rabbi.,AAR
450,Active,Plausible,The rabbi fascinated the pilgrim.,The pilgrim fascinated the rabbi.,AAR
450,Passive,Plausible,The rabbi was fascinated by the pilgrim.,The pilgrim fascinated the rabbi.,AAR
450,Passive,Plausible,The pilgrim was fascinated by the rabbi.,The pilgrim fascinated the rabbi.,AAR
451,Active,Plausible,The lineman running back hit the running back.,The running back was hit by the lineman.,AAR
451,Active,Plausible,The running back running back hit the lineman.,The running back was hit by the lineman.,AAR
451,Passive,Plausible,The running back was running back hit by the lineman.,The running back was hit by the lineman.,AAR
451,Passive,Plausible,The lineman was running back hit by the running back.,The running back was hit by the lineman.,AAR
452,Active,Plausible,The roadworker forgave the barkeeper.,The road worker forgave the barkeeper.,AAR
452,Active,Plausible,The barkeeper forgave the roadworker.,The road worker forgave the barkeeper.,AAR
452,Passive,Plausible,The barkeeper was forgave by the roadworker.,The road worker forgave the barkeeper.,AAR
452,Passive,Plausible,The roadworker was forgave by the barkeeper.,The road worker forgave the barkeeper.,AAR
453,Active,Plausible,The coordinator pleased the spokeswoman.,The spokeswoman was pleased by the coordinator.,AAR
453,Active,Plausible,The spokeswoman pleased the coordinator.,The spokeswoman was pleased by the coordinator.,AAR
453,Passive,Plausible,The spokeswoman was pleased by the coordinator.,The spokeswoman was pleased by the coordinator.,AAR
453,Passive,Plausible,The coordinator was pleased by the spokeswoman.,The spokeswoman was pleased by the coordinator.,AAR
454,Active,Plausible,The roadworker forgiven the barkeeper.,The barkeeper was forgiven by the road worker.,AAR
454,Active,Plausible,The barkeeper forgiven the roadworker.,The barkeeper was forgiven by the road worker.,AAR
454,Passive,Plausible,The barkeeper was forgiven by the roadworker.,The barkeeper was forgiven by the road worker.,AAR
454,Passive,Plausible,The roadworker was forgiven by the barkeeper.,The barkeeper was forgiven by the road worker.,AAR
455,Active,Plausible,The venture intimidated the consultant.,The venture capitalist intimidated the consultant.,AAR
455,Active,Plausible,The consultant intimidated the venture.,The venture capitalist intimidated the consultant.,AAR
455,Passive,Plausible,The consultant was intimidated by the venture.,The venture capitalist intimidated the consultant.,AAR
455,Passive,Plausible,The venture was intimidated by the consultant.,The venture capitalist intimidated the consultant.,AAR
456,Active,Plausible,The linguist misquoted the logician.,The linguist misquoted the logician.,AAR
456,Active,Plausible,The logician misquoted the linguist.,The linguist misquoted the logician.,AAR
456,Passive,Plausible,The logician was misquoted by the linguist.,The linguist misquoted the logician.,AAR
456,Passive,Plausible,The linguist was misquoted by the logician.,The linguist misquoted the logician.,AAR
457,Active,Plausible,The host rushed the caterer.,The caterer was rushed by the host.,AAR
457,Active,Plausible,The caterer rushed the host.,The caterer was rushed by the host.,AAR
457,Passive,Plausible,The caterer was rushed by the host.,The caterer was rushed by the host.,AAR
457,Passive,Plausible,The host was rushed by the caterer.,The caterer was rushed by the host.,AAR
458,Active,Plausible,The saxophonist neglected the organist.,The saxophonist neglected the organist.,AAR
458,Active,Plausible,The organist neglected the saxophonist.,The saxophonist neglected the organist.,AAR
458,Passive,Plausible,The organist was neglected by the saxophonist.,The saxophonist neglected the organist.,AAR
458,Passive,Plausible,The saxophonist was neglected by the organist.,The saxophonist neglected the organist.,AAR
459,Active,Plausible,The Englishman smacked the Dane.,The Dane was smacked by the Englishman.,AAR
459,Active,Plausible,The Dane smacked the Englishman.,The Dane was smacked by the Englishman.,AAR
459,Passive,Plausible,The Dane was smacked by the Englishman.,The Dane was smacked by the Englishman.,AAR
459,Passive,Plausible,The Englishman was smacked by the Dane.,The Dane was smacked by the Englishman.,AAR
460,Active,Plausible,The surgeon resented the hospital.,The surgeon resented the hospital administrator.,AAR
460,Active,Plausible,The hospital resented the surgeon.,The surgeon resented the hospital administrator.,AAR
460,Passive,Plausible,The hospital was resented by the surgeon.,The surgeon resented the hospital administrator.,AAR
460,Passive,Plausible,The surgeon was resented by the hospital.,The surgeon resented the hospital administrator.,AAR
461,Active,Plausible,The conman spooked the counterfeiter.,The counterfeiter was spooked by the conman.,AAR
461,Active,Plausible,The counterfeiter spooked the conman.,The counterfeiter was spooked by the conman.,AAR
461,Passive,Plausible,The counterfeiter was spooked by the conman.,The counterfeiter was spooked by the conman.,AAR
461,Passive,Plausible,The conman was spooked by the counterfeiter.,The counterfeiter was spooked by the conman.,AAR
462,Active,Plausible,The German teased the Canadian.,The German teased the Canadian.,AAR
462,Active,Plausible,The Canadian teased the German.,The German teased the Canadian.,AAR
462,Passive,Plausible,The Canadian was teased by the German.,The German teased the Canadian.,AAR
462,Passive,Plausible,The German was teased by the Canadian.,The German teased the Canadian.,AAR
463,Active,Plausible,The illustrator awaited the censor.,The censor was awaited by the illustrator.,AAR
463,Active,Plausible,The censor awaited the illustrator.,The censor was awaited by the illustrator.,AAR
463,Passive,Plausible,The censor was awaited by the illustrator.,The censor was awaited by the illustrator.,AAR
463,Passive,Plausible,The illustrator was awaited by the censor.,The censor was awaited by the illustrator.,AAR
464,Active,Plausible,The user dared the webmaster.,The user dared the webmaster.,AAR
464,Active,Plausible,The webmaster dared the user.,The user dared the webmaster.,AAR
464,Passive,Plausible,The webmaster was dared by the user.,The user dared the webmaster.,AAR
464,Passive,Plausible,The user was dared by the webmaster.,The user dared the webmaster.,AAR
465,Active,Plausible,The bride tickled the groom.,The groom was tickled by the bride.,AAR
465,Active,Plausible,The groom tickled the bride.,The groom was tickled by the bride.,AAR
465,Passive,Plausible,The groom was tickled by the bride.,The groom was tickled by the bride.,AAR
465,Passive,Plausible,The bride was tickled by the groom.,The groom was tickled by the bride.,AAR
466,Active,Plausible,The spokesman troubled the extremist.,The spokesman troubled the extremist.,AAR
466,Active,Plausible,The extremist troubled the spokesman.,The spokesman troubled the extremist.,AAR
466,Passive,Plausible,The extremist was troubled by the spokesman.,The spokesman troubled the extremist.,AAR
466,Passive,Plausible,The spokesman was troubled by the extremist.,The spokesman troubled the extremist.,AAR
467,Active,Plausible,The herder invited the blacksmith.,The blacksmith was invited by the herder.,AAR
467,Active,Plausible,The blacksmith invited the herder.,The blacksmith was invited by the herder.,AAR
467,Passive,Plausible,The blacksmith was invited by the herder.,The blacksmith was invited by the herder.,AAR
467,Passive,Plausible,The herder was invited by the blacksmith.,The blacksmith was invited by the herder.,AAR
468,Active,Plausible,The optometrist valued the pediatrician.,The optometrist valued the pediatrician.,AAR
468,Active,Plausible,The pediatrician valued the optometrist.,The optometrist valued the pediatrician.,AAR
468,Passive,Plausible,The pediatrician was valued by the optometrist.,The optometrist valued the pediatrician.,AAR
468,Passive,Plausible,The optometrist was valued by the pediatrician.,The optometrist valued the pediatrician.,AAR
469,Active,Plausible,The toolmaker infected the yardman.,The yardman was infected by the toolmaker.,AAR
469,Active,Plausible,The yardman infected the toolmaker.,The yardman was infected by the toolmaker.,AAR
469,Passive,Plausible,The yardman was infected by the toolmaker.,The yardman was infected by the toolmaker.,AAR
469,Passive,Plausible,The toolmaker was infected by the yardman.,The yardman was infected by the toolmaker.,AAR
470,Active,Plausible,The juggler astounded the hypnotist.,The juggler astounded the hypnotist.,AAR
470,Active,Plausible,The hypnotist astounded the juggler.,The juggler astounded the hypnotist.,AAR
470,Passive,Plausible,The hypnotist was astounded by the juggler.,The juggler astounded the hypnotist.,AAR
470,Passive,Plausible,The juggler was astounded by the hypnotist.,The juggler astounded the hypnotist.,AAR
471,Active,Plausible,The delivery missed the homeowner.,The homeowner was missed by the delivery guy.,AAR
471,Active,Plausible,The homeowner missed the delivery.,The homeowner was missed by the delivery guy.,AAR
471,Passive,Plausible,The homeowner was missed by the delivery.,The homeowner was missed by the delivery guy.,AAR
471,Passive,Plausible,The delivery was missed by the homeowner.,The homeowner was missed by the delivery guy.,AAR
472,Active,Plausible,The crusader backed the revolutionary.,The crusader backed the revolutionary.,AAR
472,Active,Plausible,The revolutionary backed the crusader.,The crusader backed the revolutionary.,AAR
472,Passive,Plausible,The revolutionary was backed by the crusader.,The crusader backed the revolutionary.,AAR
472,Passive,Plausible,The crusader was backed by the revolutionary.,The crusader backed the revolutionary.,AAR
473,Active,Plausible,The locksmith cursed the burglar.,The locksmith cursed the burglar.,AAR
473,Active,Plausible,The burglar cursed the locksmith.,The locksmith cursed the burglar.,AAR
473,Passive,Plausible,The burglar was cursed by the locksmith.,The locksmith cursed the burglar.,AAR
473,Passive,Plausible,The locksmith was cursed by the burglar.,The locksmith cursed the burglar.,AAR
474,Active,Plausible,The auctioneer heard the bidder.,The bidder was heard by the auctioneer.,AAR
474,Active,Plausible,The bidder heard the auctioneer.,The bidder was heard by the auctioneer.,AAR
474,Passive,Plausible,The bidder was heard by the auctioneer.,The bidder was heard by the auctioneer.,AAR
474,Passive,Plausible,The auctioneer was heard by the bidder.,The bidder was heard by the auctioneer.,AAR
475,Active,Plausible,The Sherpa awakened the climber.,The Sherpa awakened the climber.,AAR
475,Active,Plausible,The climber awakened the Sherpa.,The Sherpa awakened the climber.,AAR
475,Passive,Plausible,The climber was awakened by the Sherpa.,The Sherpa awakened the climber.,AAR
475,Passive,Plausible,The Sherpa was awakened by the climber.,The Sherpa awakened the climber.,AAR
476,Active,Plausible,The dog bit the cat.,The cat was bitten by the dog.,AAR
476,Active,Plausible,The cat bit the dog.,The cat was bitten by the dog.,AAR
476,Passive,Plausible,The cat was bitten by the dog.,The cat was bitten by the dog.,AAR
476,Passive,Plausible,The dog was bitten by the cat.,The cat was bitten by the dog.,AAR
477,Active,Plausible,The wench seduced the prince.,The wench seduced the prince.,AAR
477,Active,Plausible,The prince seduced the wench.,The wench seduced the prince.,AAR
477,Passive,Plausible,The prince was seduced by the wench.,The wench seduced the prince.,AAR
477,Passive,Plausible,The wench was seduced by the prince.,The wench seduced the prince.,AAR
478,Active,Plausible,The gallery ignored the art.,The art critic was ignored by the gallery owner.,AAR
478,Active,Plausible,The art ignored the gallery.,The art critic was ignored by the gallery owner.,AAR
478,Passive,Plausible,The art was ignored by the gallery.,The art critic was ignored by the gallery owner.,AAR
478,Passive,Plausible,The gallery was ignored by the art.,The art critic was ignored by the gallery owner.,AAR
479,Active,Plausible,The academic divorced the investment.,The academic divorced the investment banker.,AAR
479,Active,Plausible,The investment divorced the academic.,The academic divorced the investment banker.,AAR
479,Passive,Plausible,The investment was divorced by the academic.,The academic divorced the investment banker.,AAR
479,Passive,Plausible,The academic was divorced by the investment.,The academic divorced the investment banker.,AAR
480,Active,Plausible,The arbitrator evaluated the petitioner.,The arbitrator evaluated the petitioner.,AAR
480,Active,Plausible,The petitioner evaluated the arbitrator.,The arbitrator evaluated the petitioner.,AAR
480,Passive,Plausible,The petitioner was evaluated by the arbitrator.,The arbitrator evaluated the petitioner.,AAR
480,Passive,Plausible,The arbitrator was evaluated by the petitioner.,The arbitrator evaluated the petitioner.,AAR
481,Active,Plausible,The Finn raced the Spaniard.,The Spaniard was raced by the Finn.,AAR
481,Active,Plausible,The Spaniard raced the Finn.,The Spaniard was raced by the Finn.,AAR
481,Passive,Plausible,The Spaniard was raced by the Finn.,The Spaniard was raced by the Finn.,AAR
481,Passive,Plausible,The Finn was raced by the Spaniard.,The Spaniard was raced by the Finn.,AAR
482,Active,Plausible,The conservator excited the commissioner.,The conservator excited the art commissioner.,AAR
482,Active,Plausible,The commissioner excited the conservator.,The conservator excited the art commissioner.,AAR
482,Passive,Plausible,The commissioner was excited by the conservator.,The conservator excited the art commissioner.,AAR
482,Passive,Plausible,The conservator was excited by the commissioner.,The conservator excited the art commissioner.,AAR
483,Active,Plausible,The grandfather squeezed the grandson.,The grandson was squeezed by the grandfather.,AAR
483,Active,Plausible,The grandson squeezed the grandfather.,The grandson was squeezed by the grandfather.,AAR
483,Passive,Plausible,The grandson was squeezed by the grandfather.,The grandson was squeezed by the grandfather.,AAR
483,Passive,Plausible,The grandfather was squeezed by the grandson.,The grandson was squeezed by the grandfather.,AAR
484,Active,Plausible,The steelworker framed the machinist.,The steelworker framed the machinist.,AAR
484,Active,Plausible,The machinist framed the steelworker.,The steelworker framed the machinist.,AAR
484,Passive,Plausible,The machinist was framed by the steelworker.,The steelworker framed the machinist.,AAR
484,Passive,Plausible,The steelworker was framed by the machinist.,The steelworker framed the machinist.,AAR
485,Active,Plausible,The administrator asked the proctor.,The proctor was asked by the administrator.,AAR
485,Active,Plausible,The proctor asked the administrator.,The proctor was asked by the administrator.,AAR
485,Passive,Plausible,The proctor was asked by the administrator.,The proctor was asked by the administrator.,AAR
485,Passive,Plausible,The administrator was asked by the proctor.,The proctor was asked by the administrator.,AAR
486,Active,Plausible,The astronomer plagiarized the geophysicist.,The geophysicist was plagiarized by the astronomer.,AAR
486,Active,Plausible,The geophysicist plagiarized the astronomer.,The geophysicist was plagiarized by the astronomer.,AAR
486,Passive,Plausible,The geophysicist was plagiarized by the astronomer.,The geophysicist was plagiarized by the astronomer.,AAR
486,Passive,Plausible,The astronomer was plagiarized by the geophysicist.,The geophysicist was plagiarized by the astronomer.,AAR
487,Active,Plausible,The spiritual healed the acupuncturist.,The spiritual leader healed the acupuncturist.,AAR
487,Active,Plausible,The acupuncturist healed the spiritual.,The spiritual leader healed the acupuncturist.,AAR
487,Passive,Plausible,The acupuncturist was healed by the spiritual.,The spiritual leader healed the acupuncturist.,AAR
487,Passive,Plausible,The spiritual was healed by the acupuncturist.,The spiritual leader healed the acupuncturist.,AAR
488,Active,Plausible,The sinner patted the heretic.,The sinner patted the heretic.,AAR
488,Active,Plausible,The heretic patted the sinner.,The sinner patted the heretic.,AAR
488,Passive,Plausible,The heretic was patted by the sinner.,The sinner patted the heretic.,AAR
488,Passive,Plausible,The sinner was patted by the heretic.,The sinner patted the heretic.,AAR
489,Active,Plausible,The atheist judged the agnostic.,The atheist judged the agnostic.,AAR
489,Active,Plausible,The agnostic judged the atheist.,The atheist judged the agnostic.,AAR
489,Passive,Plausible,The agnostic was judged by the atheist.,The atheist judged the agnostic.,AAR
489,Passive,Plausible,The atheist was judged by the agnostic.,The atheist judged the agnostic.,AAR
490,Active,Plausible,The fugitive wounded the agent.,The FBI agent was wounded by the fugitive.,AAR
490,Active,Plausible,The agent wounded the fugitive.,The FBI agent was wounded by the fugitive.,AAR
490,Passive,Plausible,The agent was wounded by the fugitive.,The FBI agent was wounded by the fugitive.,AAR
490,Passive,Plausible,The fugitive was wounded by the agent.,The FBI agent was wounded by the fugitive.,AAR
491,Active,Plausible,The passenger lashed at the steward.,The passenger lashed out at the steward.,AAR
491,Active,Plausible,The steward lashed at the passenger.,The passenger lashed out at the steward.,AAR
491,Passive,Plausible,The steward was lashed at by the passenger.,The passenger lashed out at the steward.,AAR
491,Passive,Plausible,The passenger was lashed at by the steward.,The passenger lashed out at the steward.,AAR
492,Active,Plausible,The physiologist advised the zoologist.,The zoologist was advised by the physiologist.,AAR
492,Active,Plausible,The zoologist advised the physiologist.,The zoologist was advised by the physiologist.,AAR
492,Passive,Plausible,The zoologist was advised by the physiologist.,The zoologist was advised by the physiologist.,AAR
492,Passive,Plausible,The physiologist was advised by the zoologist.,The zoologist was advised by the physiologist.,AAR
493,Active,Plausible,The teller listened to the branch.,The teller listened to the branch manager.,AAR
493,Active,Plausible,The branch listened to the teller.,The teller listened to the branch manager.,AAR
493,Passive,Plausible,The branch was listened to by the teller.,The teller listened to the branch manager.,AAR
493,Passive,Plausible,The teller was listened to by the branch.,The teller listened to the branch manager.,AAR
494,Active,Plausible,The motorcyclist tailgated the busdriver.,The bus driver was tailgated by the motorcyclist.,AAR
494,Active,Plausible,The busdriver tailgated the motorcyclist.,The bus driver was tailgated by the motorcyclist.,AAR
494,Passive,Plausible,The busdriver was tailgated by the motorcyclist.,The bus driver was tailgated by the motorcyclist.,AAR
494,Passive,Plausible,The motorcyclist was tailgated by the busdriver.,The bus driver was tailgated by the motorcyclist.,AAR
495,Active,Plausible,The miner maddened the smith.,The miner maddened the smith.,AAR
495,Active,Plausible,The smith maddened the miner.,The miner maddened the smith.,AAR
495,Passive,Plausible,The smith was maddened by the miner.,The miner maddened the smith.,AAR
495,Passive,Plausible,The miner was maddened by the smith.,The miner maddened the smith.,AAR
496,Active,Plausible,The reception paged the doctor.,The doctor on-call was paged by the reception nurse.,AAR
496,Active,Plausible,The doctor paged the reception.,The doctor on-call was paged by the reception nurse.,AAR
496,Passive,Plausible,The doctor was paged by the reception.,The doctor on-call was paged by the reception nurse.,AAR
496,Passive,Plausible,The reception was paged by the doctor.,The doctor on-call was paged by the reception nurse.,AAR
497,Active,Plausible,The commuter poked the train.,The commuter poked the train conductor.,AAR
497,Active,Plausible,The train poked the commuter.,The commuter poked the train conductor.,AAR
497,Passive,Plausible,The train was poked by the commuter.,The commuter poked the train conductor.,AAR
497,Passive,Plausible,The commuter was poked by the train.,The commuter poked the train conductor.,AAR
498,Active,Plausible,The drug understood the gambler.,The gambler was understood by the drug addict.,AAR
498,Active,Plausible,The gambler understood the drug.,The gambler was understood by the drug addict.,AAR
498,Passive,Plausible,The gambler was understood by the drug.,The gambler was understood by the drug addict.,AAR
498,Passive,Plausible,The drug was understood by the gambler.,The gambler was understood by the drug addict.,AAR
499,Active,Plausible,The equestrian filmed the golfer.,The golfer was filmed by the equestrian.,AAR
499,Active,Plausible,The golfer filmed the equestrian.,The golfer was filmed by the equestrian.,AAR
499,Passive,Plausible,The golfer was filmed by the equestrian.,The golfer was filmed by the equestrian.,AAR
499,Passive,Plausible,The equestrian was filmed by the golfer.,The golfer was filmed by the equestrian.,AAR
500,Active,Plausible,The salesman stopped the shopper.,The salesman stopped the shopper.,AAR
500,Active,Plausible,The shopper stopped the salesman.,The salesman stopped the shopper.,AAR
500,Passive,Plausible,The shopper was stopped by the salesman.,The salesman stopped the shopper.,AAR
500,Passive,Plausible,The salesman was stopped by the shopper.,The salesman stopped the shopper.,AAR
501,Active,Plausible,The coroner disliked the embalmer.,The embalmer was disliked by the coroner.,AAR
501,Active,Plausible,The embalmer disliked the coroner.,The embalmer was disliked by the coroner.,AAR
501,Passive,Plausible,The embalmer was disliked by the coroner.,The embalmer was disliked by the coroner.,AAR
501,Passive,Plausible,The coroner was disliked by the embalmer.,The embalmer was disliked by the coroner.,AAR
502,Active,Plausible,The Australian wrestled the Russian.,The Australian wrestled the Russian.,AAR
502,Active,Plausible,The Russian wrestled the Australian.,The Australian wrestled the Russian.,AAR
502,Passive,Plausible,The Russian was wrestled by the Australian.,The Australian wrestled the Russian.,AAR
502,Passive,Plausible,The Australian was wrestled by the Russian.,The Australian wrestled the Russian.,AAR
503,Active,Plausible,The storekeeper telephoned the optician.,The optician was telephoned by the storekeeper.,AAR
503,Active,Plausible,The optician telephoned the storekeeper.,The optician was telephoned by the storekeeper.,AAR
503,Passive,Plausible,The optician was telephoned by the storekeeper.,The optician was telephoned by the storekeeper.,AAR
503,Passive,Plausible,The storekeeper was telephoned by the optician.,The optician was telephoned by the storekeeper.,AAR
504,Active,Plausible,The solicitor dismissed the insider.,The insider was dismissed by the solicitor.,AAR
504,Active,Plausible,The insider dismissed the solicitor.,The insider was dismissed by the solicitor.,AAR
504,Passive,Plausible,The insider was dismissed by the solicitor.,The insider was dismissed by the solicitor.,AAR
504,Passive,Plausible,The solicitor was dismissed by the insider.,The insider was dismissed by the solicitor.,AAR
505,Active,Plausible,The showman photographed the yodeler.,The yodeler was photographed by the showman.,AAR
505,Active,Plausible,The yodeler photographed the showman.,The yodeler was photographed by the showman.,AAR
505,Passive,Plausible,The yodeler was photographed by the showman.,The yodeler was photographed by the showman.,AAR
505,Passive,Plausible,The showman was photographed by the yodeler.,The yodeler was photographed by the showman.,AAR
506,Active,Plausible,The gastroenterologist diagnosed the ophthalmologist.,The gastroenterologist diagnosed the ophthalmologist.,AAR
506,Active,Plausible,The ophthalmologist diagnosed the gastroenterologist.,The gastroenterologist diagnosed the ophthalmologist.,AAR
506,Passive,Plausible,The ophthalmologist was diagnosed by the gastroenterologist.,The gastroenterologist diagnosed the ophthalmologist.,AAR
506,Passive,Plausible,The gastroenterologist was diagnosed by the ophthalmologist.,The gastroenterologist diagnosed the ophthalmologist.,AAR
507,Active,Plausible,The grouch isolated the psychopath.,The psychopath was isolated by the grouch.,AAR
507,Active,Plausible,The psychopath isolated the grouch.,The psychopath was isolated by the grouch.,AAR
507,Passive,Plausible,The psychopath was isolated by the grouch.,The psychopath was isolated by the grouch.,AAR
507,Passive,Plausible,The grouch was isolated by the psychopath.,The psychopath was isolated by the grouch.,AAR
508,Active,Plausible,The invalid worried the oncologist.,The invalid worried the oncologist.,AAR
508,Active,Plausible,The oncologist worried the invalid.,The invalid worried the oncologist.,AAR
