ItemNumber,Voice,Plausible/Implausible,Stimulus,OriginalSentence,EvType
269,active,plausible,The authorities alerted the officer.,The officer alerted the authorities.,AAR
269,passive,plausible,The authorities were alerted by the officer.,The officer alerted the authorities.,AAR
269,passive,plausible,The officer were alerted by the authorities.,The officer alerted the authorities.,AAR
270,active,plausible,The deputy notified the higher-ups.,The deputy notified the higher-ups.,AAR
270,active,plausible,The higher-ups notified the deputy.,The deputy notified the higher-ups.,AAR
270,passive,plausible,The higher-ups were notified by the deputy.,The deputy notified the higher-ups.,AAR
270,passive,plausible,The deputy were notified by the higher-ups.,The deputy notified the higher-ups.,AAR
271,active,plausible,The culprit betrayed the hunter.,The culprit betrayed the hunter.,AAR
271,active,plausible,The hunter betrayed the culprit.,The culprit betrayed the hunter.,AAR
271,passive,plausible,The hunter was betrayed by the culprit.,The culprit betrayed the hunter.,AAR
271,passive,plausible,The culprit was betrayed by the hunter.,The culprit betrayed the hunter.,AAR
272,active,plausible,The perpetrator exposed the poacher.,The perpetrator ratted out the poacher.,AAR
272,active,plausible,The poacher exposed the perpetrator.,The perpetrator ratted out the poacher.,AAR
272,passive,plausible,The poacher was exposed by the perpetrator.,The perpetrator ratted out the poacher.,AAR
272,passive,plausible,The perpetrator was exposed by the poacher.,The perpetrator ratted out the poacher.,AAR
273,active,plausible,The botanist respected the partner.,The botanist respected the partner.,AAR
273,active,plausible,The partner respected the botanist.,The botanist respected the partner.,AAR
273,passive,plausible,The partner was respected by the botanist.,The botanist respected the partner.,AAR
273,passive,plausible,The botanist was respected by the partner.,The botanist respected the partner.,AAR
274,active,plausible,The flora specialist esteemed the collaborator.,The flora specialist esteemed the collaborator.,AAR
274,active,plausible,The collaborator esteemed the flora specialist.,The flora specialist esteemed the collaborator.,AAR
274,passive,plausible,The collaborator was esteemed by the flora specialist.,The flora specialist esteemed the collaborator.,AAR
274,passive,plausible,The flora specialist was esteemed by the collaborator.,The flora specialist esteemed the collaborator.,AAR
275,active,plausible,The pacifist placated the zealot.,The pacifist placated the zealot.,AAR
275,active,plausible,The zealot placated the pacifist.,The pacifist placated the zealot.,AAR
275,passive,plausible,The zealot was placated by the pacifist.,The pacifist placated the zealot.,AAR
275,passive,plausible,The pacifist was placated by the zealot.,The pacifist placated the zealot.,AAR
276,active,plausible,The peace-lover mollified the fanatic.,The peace-lover mollified the fanatic.,AAR
276,active,plausible,The fanatic mollified the peace-lover.,The peace-lover mollified the fanatic.,AAR
276,passive,plausible,The fanatic was mollified by the peace-lover.,The peace-lover mollified the fanatic.,AAR
276,passive,plausible,The peace-lover was mollified by the fanatic.,The peace-lover mollified the fanatic.,AAR
277,active,plausible,The scoundrel beat the protagonist.,The scoundrel beat the protagonist.,AAR
277,active,plausible,The protagonist beat the scoundrel.,The scoundrel beat the protagonist.,AAR
277,passive,plausible,The protagonist was beaten by the scoundrel.,The scoundrel beat the protagonist.,AAR
277,passive,plausible,The scoundrel was beaten by the protagonist.,The scoundrel beat the protagonist.,AAR
278,active,plausible,The rogue defeated the main character.,The rogue defeated the main character.,AAR
278,active,plausible,The main character defeated the rogue.,The rogue defeated the main character.,AAR
278,passive,plausible,The main character was defeated by the rogue.,The rogue defeated the main character.,AAR
278,passive,plausible,The rogue was defeated by the main character.,The rogue defeated the main character.,AAR
279,active,plausible,The sociologist accepted the offer.,The sociologist accepted the offer.,AI
279,active,implausible,The offer accepted the sociologist.,The sociologist accepted the offer.,AI
279,passive,plausible,The offer was accepted by the sociologist.,The sociologist accepted the offer.,AI
279,passive,implausible,The sociologist was accepted by the offer.,The sociologist accepted the offer.,AI
280,active,plausible,The boyfriend basted the turkey.,The boyfriend basted the turkey.,AI
280,active,implausible,The turkey basted the boyfriend.,The boyfriend basted the turkey.,AI
280,passive,plausible,The turkey was basted by the boyfriend.,The boyfriend basted the turkey.,AI
280,passive,implausible,The boyfriend was basted by the turkey.,The boyfriend basted the turkey.,AI
281,active,plausible,The caseworker posed the question.,The caseworker posed the question.,AI
281,active,implausible,The question posed the caseworker.,The caseworker posed the question.,AI
281,passive,plausible,The question was posed by the caseworker.,The caseworker posed the question.,AI
281,passive,implausible,The caseworker was posed by the question.,The caseworker posed the question.,AI
282,active,plausible,The ditch digger bent the wire.,The ditch digger bent the wire.,AI
282,active,implausible,The wire bent the ditch digger.,The ditch digger bent the wire.,AI
282,passive,plausible,The wire was bent by the ditch digger.,The ditch digger bent the wire.,AI
282,passive,implausible,The ditch digger was bent by the wire.,The ditch digger bent the wire.,AI
283,active,plausible,The box-office sold the tickets.,The box-office sold the tickets.,AI
283,active,implausible,The tickets sold the box-office.,The box-office sold the tickets.,AI
283,passive,plausible,The tickets were sold by the box-office.,The box-office sold the tickets.,AI
283,passive,implausible,The box-office were sold by the tickets.,The box-office sold the tickets.,AI
284,active,plausible,The uncle hung the ornament.,The uncle hung the ornament.,AI
284,active,implausible,The ornament hung the uncle.,The uncle hung the ornament.,AI
284,passive,plausible,The ornament was hung by the uncle.,The uncle hung the ornament.,AI
284,passive,implausible,The uncle was hung by the ornament.,The uncle hung the ornament.,AI
285,active,plausible,The attendant pressed the button.,The attendant pressed the button.,AI
285,active,implausible,The button pressed the attendant.,The attendant pressed the button.,AI
285,passive,plausible,The button was pressed by the attendant.,The attendant pressed the button.,AI
285,passive,implausible,The attendant was pressed by the button.,The attendant pressed the button.,AI
286,active,plausible,The bum stole the necklace.,The bum stole the necklace.,AI
286,active,implausible,The necklace stole the bum.,The bum stole the necklace.,AI
286,passive,plausible,The necklace was stolen by the bum.,The bum stole the necklace.,AI
286,passive,implausible,The bum was stolen by the necklace.,The bum stole the necklace.,AI
287,active,plausible,The potter molded the clay.,The potter molded the clay.,AI
287,active,implausible,The clay molded the potter.,The potter molded the clay.,AI
287,passive,plausible,The clay was molded by the potter.,The potter molded the clay.,AI
287,passive,implausible,The potter was molded by the clay.,The potter molded the clay.,AI
288,active,plausible,The guarantor initialed the form.,The guarantor initialed the form.,AI
288,active,implausible,The form initialed the guarantor.,The guarantor initialed the form.,AI
288,passive,plausible,The form was initialed by the guarantor.,The guarantor initialed the form.,AI
288,passive,implausible,The guarantor was initialed by the form.,The guarantor initialed the form.,AI
289,active,plausible,The couch-potato forgot the umbrella.,The couch-potato forgot the umbrella.,AI
289,active,implausible,The umbrella forgot the couch-potato.,The couch-potato forgot the umbrella.,AI
289,passive,plausible,The umbrella was forgotten by the couch-potato.,The couch-potato forgot the umbrella.,AI
289,passive,implausible,The couch-potato was forgotten by the umbrella.,The couch-potato forgot the umbrella.,AI
290,active,plausible,The groupie attended the concert.,The groupie attended the concert.,AI
290,active,implausible,The concert attended the groupie.,The groupie attended the concert.,AI
290,passive,plausible,The concert was attended by the groupie.,The groupie attended the concert.,AI
290,passive,implausible,The groupie was attended by the concert.,The groupie attended the concert.,AI
291,active,plausible,The hacker memorized the password.,The hacker memorized the password.,AI
291,active,implausible,The password memorized the hacker.,The hacker memorized the password.,AI
291,passive,plausible,The password was memorized by the hacker.,The hacker memorized the password.,AI
291,passive,implausible,The hacker was memorized by the password.,The hacker memorized the password.,AI
292,active,plausible,The marine packed the bag.,The marine packed the bag.,AI
292,active,implausible,The bag packed the marine.,The marine packed the bag.,AI
292,passive,plausible,The bag was packed by the marine.,The marine packed the bag.,AI
292,passive,implausible,The marine was packed by the bag.,The marine packed the bag.,AI
293,active,plausible,The counselor emphasized the rules.,The counselor emphasized the rules.,AI
293,active,implausible,The rules emphasized the counselor.,The counselor emphasized the rules.,AI
293,passive,plausible,The rules were emphasized by the counselor.,The counselor emphasized the rules.,AI
293,passive,implausible,The counselor were emphasized by the rules.,The counselor emphasized the rules.,AI
294,active,plausible,The seamstress ironed the shirt.,The seamstress ironed the shirt.,AI
294,active,implausible,The shirt ironed the seamstress.,The seamstress ironed the shirt.,AI
294,passive,plausible,The shirt was ironed by the seamstress.,The seamstress ironed the shirt.,AI
294,passive,implausible,The seamstress was ironed by the shirt.,The seamstress ironed the shirt.,AI
295,active,plausible,The confectioner sprinkled the sugar.,The confectioner sprinkled the sugar.,AI
295,active,implausible,The sugar sprinkled the confectioner.,The confectioner sprinkled the sugar.,AI
295,passive,plausible,The sugar was sprinkled by the confectioner.,The confectioner sprinkled the sugar.,AI
295,passive,implausible,The confectioner was sprinkled by the sugar.,The confectioner sprinkled the sugar.,AI
296,active,plausible,The voter sealed the envelope.,The voter sealed the envelope.,AI
296,active,implausible,The envelope sealed the voter.,The voter sealed the envelope.,AI
296,passive,plausible,The envelope was sealed by the voter.,The voter sealed the envelope.,AI
296,passive,implausible,The voter was sealed by the envelope.,The voter sealed the envelope.,AI
297,active,plausible,The fisherman emptied the trashcan.,The fisherman emptied the trashcan.,AI
297,active,implausible,The trashcan emptied the fisherman.,The fisherman emptied the trashcan.,AI
297,passive,plausible,The trashcan was emptied by the fisherman.,The fisherman emptied the trashcan.,AI
297,passive,implausible,The fisherman was emptied by the trashcan.,The fisherman emptied the trashcan.,AI
298,active,plausible,The cellist received the prize.,The cellist received the prize.,AI
298,active,implausible,The prize received the cellist.,The cellist received the prize.,AI
298,passive,plausible,The prize was received by the cellist.,The cellist received the prize.,AI
298,passive,implausible,The cellist was received by the prize.,The cellist received the prize.,AI
299,active,plausible,The cheapskate rated the service.,The cheapskate rated the service.,AI
299,active,implausible,The service rated the cheapskate.,The cheapskate rated the service.,AI
299,passive,plausible,The service was rated by the cheapskate.,The cheapskate rated the service.,AI
299,passive,implausible,The cheapskate was rated by the service.,The cheapskate rated the service.,AI
300,active,plausible,The schoolgirl borrowed the key.,The schoolgirl borrowed the key.,AI
300,active,implausible,The key borrowed the schoolgirl.,The schoolgirl borrowed the key.,AI
300,passive,plausible,The key was borrowed by the schoolgirl.,The schoolgirl borrowed the key.,AI
300,passive,implausible,The schoolgirl was borrowed by the key.,The schoolgirl borrowed the key.,AI
301,active,plausible,The bookworm recited the poem.,The bookworm recited the poem.,AI
301,active,implausible,The poem recited the bookworm.,The bookworm recited the poem.,AI
301,passive,plausible,The poem was recited by the bookworm.,The bookworm recited the poem.,AI
301,passive,implausible,The bookworm was recited by the poem.,The bookworm recited the poem.,AI
302,active,plausible,The diver recharged the battery.,The diver recharged the battery.,AI
302,active,implausible,The battery recharged the diver.,The diver recharged the battery.,AI
302,passive,plausible,The battery was recharged by the diver.,The diver recharged the battery.,AI
302,passive,implausible,The diver was recharged by the battery.,The diver recharged the battery.,AI
303,active,plausible,The poker player won the game.,The poker player won the game.,AI
303,active,implausible,The game won the poker player.,The poker player won the game.,AI
303,passive,plausible,The game was won by the poker player.,The poker player won the game.,AI
303,passive,implausible,The poker player was won by the game.,The poker player won the game.,AI
304,active,plausible,The copycat redecorated the apartment.,The copycat redecorated the apartment.,AI
304,active,implausible,The apartment redecorated the copycat.,The copycat redecorated the apartment.,AI
304,passive,plausible,The apartment was redecorated by the copycat.,The copycat redecorated the apartment.,AI
304,passive,implausible,The copycat was redecorated by the apartment.,The copycat redecorated the apartment.,AI
305,active,plausible,The winemaker uncorked the bottle.,The winemaker uncorked the bottle.,AI
305,active,implausible,The bottle uncorked the winemaker.,The winemaker uncorked the bottle.,AI
305,passive,plausible,The bottle was uncorked by the winemaker.,The winemaker uncorked the bottle.,AI
305,passive,implausible,The winemaker was uncorked by the bottle.,The winemaker uncorked the bottle.,AI
306,active,plausible,The laundress folded the clothes.,The laundress folded the clothes.,AI
306,active,implausible,The clothes folded the laundress.,The laundress folded the clothes.,AI
306,passive,plausible,The clothes were folded by the laundress.,The laundress folded the clothes.,AI
306,passive,implausible,The laundress were folded by the clothes.,The laundress folded the clothes.,AI
307,active,plausible,The travel-agent photocopied the passport.,The travel-agent photocopied the passport.,AI
307,active,implausible,The passport photocopied the travel-agent.,The travel-agent photocopied the passport.,AI
307,passive,plausible,The passport was photocopied by the travel-agent.,The travel-agent photocopied the passport.,AI
307,passive,implausible,The travel-agent was photocopied by the passport.,The travel-agent photocopied the passport.,AI
308,active,plausible,The exterminator filed the complaint.,The exterminator filed the complaint.,AI
308,active,implausible,The complaint filed the exterminator.,The exterminator filed the complaint.,AI
308,passive,plausible,The complaint was filed by the exterminator.,The exterminator filed the complaint.,AI
308,passive,implausible,The exterminator was filed by the complaint.,The exterminator filed the complaint.,AI
309,active,plausible,The minuteman loaded the gun.,The minuteman loaded the gun.,AI
309,active,implausible,The gun loaded the minuteman.,The minuteman loaded the gun.,AI
309,passive,plausible,The gun was loaded by the minuteman.,The minuteman loaded the gun.,AI
309,passive,implausible,The minuteman was loaded by the gun.,The minuteman loaded the gun.,AI
310,active,plausible,The bookseller calculated the profit.,The bookseller calculated the profit.,AI
310,active,implausible,The profit calculated the bookseller.,The bookseller calculated the profit.,AI
310,passive,plausible,The profit was calculated by the bookseller.,The bookseller calculated the profit.,AI
310,passive,implausible,The bookseller was calculated by the profit.,The bookseller calculated the profit.,AI
311,active,plausible,The count inherited the painting.,The count inherited the painting.,AI
311,active,implausible,The painting inherited the count.,The count inherited the painting.,AI
311,passive,plausible,The painting was inherited by the count.,The count inherited the painting.,AI
311,passive,implausible,The count was inherited by the painting.,The count inherited the painting.,AI
312,active,plausible,The groundskeeper changed the light bulb.,The groundskeeper changed the light bulb.,AI
312,active,implausible,The light bulb changed the groundskeeper.,The groundskeeper changed the light bulb.,AI
312,passive,plausible,The light bulb was changed by the groundskeeper.,The groundskeeper changed the light bulb.,AI
312,passive,implausible,The groundskeeper was changed by the light bulb.,The groundskeeper changed the light bulb.,AI
313,active,plausible,The marcher sang the anthem.,The marcher sang the anthem.,AI
313,active,implausible,The anthem sang the marcher.,The marcher sang the anthem.,AI
313,passive,plausible,The anthem was sung by the marcher.,The marcher sang the anthem.,AI
313,passive,implausible,The marcher was sung by the anthem.,The marcher sang the anthem.,AI
314,active,plausible,The deckhand unlocked the door.,The deckhand unlocked the door.,AI
314,active,implausible,The door unlocked the deckhand.,The deckhand unlocked the door.,AI
314,passive,plausible,The door was unlocked by the deckhand.,The deckhand unlocked the door.,AI
314,passive,implausible,The deckhand was unlocked by the door.,The deckhand unlocked the door.,AI
315,active,plausible,The supremacist established the fund.,The supremacist established the fund.,AI
315,active,implausible,The fund established the supremacist.,The supremacist established the fund.,AI
315,passive,plausible,The fund was established by the supremacist.,The supremacist established the fund.,AI
315,passive,implausible,The supremacist was established by the fund.,The supremacist established the fund.,AI
316,active,plausible,The house sitter watered the plant.,The house sitter watered the plant.,AI
316,active,implausible,The plant watered the house sitter.,The house sitter watered the plant.,AI
316,passive,plausible,The plant was watered by the house sitter.,The house sitter watered the plant.,AI
316,passive,implausible,The house sitter was watered by the plant.,The house sitter watered the plant.,AI
317,active,plausible,The interviewee wrinkled the suit.,The interviewee wrinkled the suit.,AI
317,active,implausible,The suit wrinkled the interviewee.,The interviewee wrinkled the suit.,AI
317,passive,plausible,The suit was wrinkled by the interviewee.,The interviewee wrinkled the suit.,AI
317,passive,implausible,The interviewee was wrinkled by the suit.,The interviewee wrinkled the suit.,AI
318,active,plausible,The cryptographer sent the letter.,The cryptographer sent the letter.,AI
318,active,implausible,The letter sent the cryptographer.,The cryptographer sent the letter.,AI
318,passive,plausible,The letter was sent by the cryptographer.,The cryptographer sent the letter.,AI
318,passive,implausible,The cryptographer was sent by the letter.,The cryptographer sent the letter.,AI
319,active,plausible,The bellboy erased the message.,The bellboy erased the message.,AI
319,active,implausible,The message erased the bellboy.,The bellboy erased the message.,AI
319,passive,plausible,The message was erased by the bellboy.,The bellboy erased the message.,AI
319,passive,implausible,The bellboy was erased by the message.,The bellboy erased the message.,AI
320,active,plausible,The forger shipped the package.,The forger shipped the package.,AI
320,active,implausible,The package shipped the forger.,The forger shipped the package.,AI
320,passive,plausible,The package was shipped by the forger.,The forger shipped the package.,AI
320,passive,implausible,The forger was shipped by the package.,The forger shipped the package.,AI
321,active,plausible,The crackhead smoked the pipe.,The crackhead smoked the pipe.,AI
321,active,implausible,The pipe smoked the crackhead.,The crackhead smoked the pipe.,AI
321,passive,plausible,The pipe was smoked by the crackhead.,The crackhead smoked the pipe.,AI
321,passive,implausible,The crackhead was smoked by the pipe.,The crackhead smoked the pipe.,AI
322,active,plausible,The manicurist rescheduled the appointment.,The manicurist rescheduled the appointment.,AI
322,active,implausible,The appointment rescheduled the manicurist.,The manicurist rescheduled the appointment.,AI
322,passive,plausible,The appointment was rescheduled by the manicurist.,The manicurist rescheduled the appointment.,AI
322,passive,implausible,The manicurist was rescheduled by the appointment.,The manicurist rescheduled the appointment.,AI
323,active,plausible,The charlatan burned the contract.,The charlatan burned the contract.,AI
323,active,implausible,The contract burned the charlatan.,The charlatan burned the contract.,AI
323,passive,plausible,The contract was burnt by the charlatan.,The charlatan burned the contract.,AI
323,passive,implausible,The charlatan was burnt by the contract.,The charlatan burned the contract.,AI
324,active,plausible,The tanner placed the order.,The tanner placed the order.,AI
324,active,implausible,The order placed the tanner.,The tanner placed the order.,AI
324,passive,plausible,The order was placed by the tanner.,The tanner placed the order.,AI
324,passive,implausible,The tanner was placed by the order.,The tanner placed the order.,AI
325,active,plausible,The archaeologist canceled the trip.,The archaeologist canceled the trip.,AI
325,active,implausible,The trip canceled the archaeologist.,The archaeologist canceled the trip.,AI
325,passive,plausible,The trip was canceled by the archaeologist.,The archaeologist canceled the trip.,AI
325,passive,implausible,The archaeologist was canceled by the trip.,The archaeologist canceled the trip.,AI
326,active,plausible,The Frenchman sliced the baguette.,The Frenchman sliced the baguette.,AI
326,active,implausible,The baguette sliced the Frenchman.,The Frenchman sliced the baguette.,AI
326,passive,plausible,The baguette was sliced by the Frenchman.,The Frenchman sliced the baguette.,AI
326,passive,implausible,The Frenchman was sliced by the baguette.,The Frenchman sliced the baguette.,AI
327,active,plausible,The producer cast the actress.,The producer cast the actress.,AAN
327,active,implausible,The actress cast the producer.,The producer cast the actress.,AAN
327,passive,plausible,The actress was cast by the producer.,The producer cast the actress.,AAN
327,passive,implausible,The producer was cast by the actress.,The producer cast the actress.,AAN
328,active,plausible,The babysitter punished the twins.,The babysitter punished the twins.,AAN
328,active,implausible,The twins punished the babysitter.,The babysitter punished the twins.,AAN
328,passive,plausible,The twins were punished by the babysitter.,The babysitter punished the twins.,AAN
328,passive,implausible,The babysitter were punished by the twins.,The babysitter punished the twins.,AAN
329,active,plausible,The exorcist vanquished the spirit.,The exorcist vanquished the spirit.,AAN
329,active,implausible,The spirit vanquished the exorcist.,The exorcist vanquished the spirit.,AAN
329,passive,plausible,The spirit was vanquished by the exorcist.,The exorcist vanquished the spirit.,AAN
329,passive,implausible,The exorcist was vanquished by the spirit.,The exorcist vanquished the spirit.,AAN
330,active,plausible,The barber shaved the old man.,The barber shaved the old man.,AAN
330,active,implausible,The old man shaved the barber.,The barber shaved the old man.,AAN
330,passive,plausible,The old man was shaved by the barber.,The barber shaved the old man.,AAN
330,passive,implausible,The barber was shaved by the old man.,The barber shaved the old man.,AAN
331,active,plausible,The paparazzi stalked the pop star.,The paparazzi stalked the pop star.,AAN
331,active,implausible,The pop star stalked the paparazzi.,The paparazzi stalked the pop star.,AAN
331,passive,plausible,The pop star was stalked by the paparazzi.,The paparazzi stalked the pop star.,AAN
331,passive,implausible,The paparazzi was stalked by the pop star.,The paparazzi stalked the pop star.,AAN
332,active,plausible,The brunette tipped the busboy.,The brunette tipped the busboy.,AAN
332,active,implausible,The busboy tipped the brunette.,The brunette tipped the busboy.,AAN
332,passive,plausible,The busboy was tipped by the brunette.,The brunette tipped the busboy.,AAN
332,passive,implausible,The brunette was tipped by the busboy.,The brunette tipped the busboy.,AAN
333,active,plausible,The roommate adopted the newborn.,The roommate adopted the newborn.,AAN
333,active,implausible,The newborn adopted the roommate.,The roommate adopted the newborn.,AAN
333,passive,plausible,The newborn was adopted by the roommate.,The roommate adopted the newborn.,AAN
333,passive,implausible,The roommate was adopted by the newborn.,The roommate adopted the newborn.,AAN
334,active,plausible,The cartoonist sketched the unicyclist.,The cartoonist sketched the unicyclist.,AAN
334,active,implausible,The unicyclist sketched the cartoonist.,The cartoonist sketched the unicyclist.,AAN
334,passive,plausible,The unicyclist was sketched by the cartoonist.,The cartoonist sketched the unicyclist.,AAN
334,passive,implausible,The cartoonist was sketched by the unicyclist.,The cartoonist sketched the unicyclist.,AAN
335,active,plausible,The streetwalker undercharged the seaman.,The streetwalker undercharged the seaman.,AAN
335,active,implausible,The seaman undercharged the streetwalker.,The streetwalker undercharged the seaman.,AAN
335,passive,plausible,The seaman was undercharged by the streetwalker.,The streetwalker undercharged the seaman.,AAN
335,passive,implausible,The streetwalker was undercharged by the seaman.,The streetwalker undercharged the seaman.,AAN
336,active,plausible,The urologist treated the widower.,The urologist treated the widower.,AAN
336,active,implausible,The widower treated the urologist.,The urologist treated the widower.,AAN
336,passive,plausible,The widower was treated by the urologist.,The urologist treated the widower.,AAN
336,passive,implausible,The urologist was treated by the widower.,The urologist treated the widower.,AAN
337,active,plausible,The jury acquitted the economist.,The jury acquitted the economist.,AAN
337,active,implausible,The economist acquitted the jury.,The jury acquitted the economist.,AAN
337,passive,plausible,The economist was acquitted by the jury.,The jury acquitted the economist.,AAN
337,passive,implausible,The jury was acquitted by the economist.,The jury acquitted the economist.,AAN
338,active,plausible,The freshman dodged the bully.,The freshman dodged the bully.,AAN
338,active,implausible,The bully dodged the freshman.,The freshman dodged the bully.,AAN
338,passive,plausible,The bully was dodged by the freshman.,The freshman dodged the bully.,AAN
338,passive,implausible,The freshman was dodged by the bully.,The freshman dodged the bully.,AAN
339,active,plausible,The nun reproached the hedonist.,The nun reproached the hedonist.,AAN
339,active,implausible,The hedonist reproached the nun.,The nun reproached the hedonist.,AAN
339,passive,plausible,The hedonist was reproached by the nun.,The nun reproached the hedonist.,AAN
339,passive,implausible,The nun was reproached by the hedonist.,The nun reproached the hedonist.,AAN
340,active,plausible,The librarian admonished the plagiarist.,The librarian admonished the plagiarist.,AAN
340,active,implausible,The plagiarist admonished the librarian.,The librarian admonished the plagiarist.,AAN
340,passive,plausible,The plagiarist was admonished by the librarian.,The librarian admonished the plagiarist.,AAN
340,passive,implausible,The librarian was admonished by the plagiarist.,The librarian admonished the plagiarist.,AAN
341,active,plausible,The colonel supervised the cadet.,The colonel supervised the cadet.,AAN
341,active,implausible,The cadet supervised the colonel.,The colonel supervised the cadet.,AAN
341,passive,plausible,The cadet was supervised by the colonel.,The colonel supervised the cadet.,AAN
341,passive,implausible,The colonel was supervised by the cadet.,The colonel supervised the cadet.,AAN
342,active,plausible,The abolitionist hid the slave.,The abolitionist hid the slave.,AAN
342,active,implausible,The slave hid the abolitionist.,The abolitionist hid the slave.,AAN
342,passive,plausible,The slave was hidden by the abolitionist.,The abolitionist hid the slave.,AAN
342,passive,implausible,The abolitionist was hidden by the slave.,The abolitionist hid the slave.,AAN
343,active,plausible,The personal trainer weighed the Olympian.,The personal trainer weighed the Olympian.,AAN
343,active,implausible,The Olympian weighed the personal trainer.,The personal trainer weighed the Olympian.,AAN
343,passive,plausible,The Olympian was weighed by the personal trainer.,The personal trainer weighed the Olympian.,AAN
343,passive,implausible,The personal trainer was weighed by the Olympian.,The personal trainer weighed the Olympian.,AAN
344,active,plausible,The zookeeper fed the giraffe.,The zookeeper fed the giraffe.,AAN
344,active,implausible,The giraffe fed the zookeeper.,The zookeeper fed the giraffe.,AAN
344,passive,plausible,The giraffe was fed by the zookeeper.,The zookeeper fed the giraffe.,AAN
344,passive,implausible,The zookeeper was fed by the giraffe.,The zookeeper fed the giraffe.,AAN
345,active,plausible,The masseuse relaxed the linebacker.,The masseuse relaxed the linebacker.,AAN
345,active,implausible,The linebacker relaxed the masseuse.,The masseuse relaxed the linebacker.,AAN
345,passive,plausible,The linebacker was relaxed by the masseuse.,The masseuse relaxed the linebacker.,AAN
345,passive,implausible,The masseuse was relaxed by the linebacker.,The masseuse relaxed the linebacker.,AAN
346,active,plausible,The page obeyed the noble.,The page obeyed the noble.,AAN
346,active,implausible,The noble obeyed the page.,The page obeyed the noble.,AAN
346,passive,plausible,The noble was obeyed by the page.,The page obeyed the noble.,AAN
346,passive,implausible,The page was obeyed by the noble.,The page obeyed the noble.,AAN
347,active,plausible,The lion chased the tour-guide.,The lion chased the tour-guide.,AAN
347,active,implausible,The tour-guide chased the lion.,The lion chased the tour-guide.,AAN
347,passive,plausible,The tour-guide was chased by the lion.,The lion chased the tour-guide.,AAN
347,passive,implausible,The lion was chased by the tour-guide.,The lion chased the tour-guide.,AAN
348,active,plausible,The caretaker quieted the orphan.,The caretaker quieted the orphan.,AAN
348,active,implausible,The orphan quieted the caretaker.,The caretaker quieted the orphan.,AAN
348,passive,plausible,The orphan was quieted by the caretaker.,The caretaker quieted the orphan.,AAN
348,passive,implausible,The caretaker was quieted by the orphan.,The caretaker quieted the orphan.,AAN
349,active,plausible,The tennis player thanked the chiropractor.,The tennis player thanked the chiropractor.,AAN
349,active,implausible,The chiropractor thanked the tennis player.,The tennis player thanked the chiropractor.,AAN
349,passive,plausible,The chiropractor was thanked by the tennis player.,The tennis player thanked the chiropractor.,AAN
349,passive,implausible,The tennis player was thanked by the chiropractor.,The tennis player thanked the chiropractor.,AAN
350,active,plausible,The experimenter recruited the subject.,The experimenter recruited the subject.,AAN
350,active,implausible,The subject recruited the experimenter.,The experimenter recruited the subject.,AAN
350,passive,plausible,The subject was recruited by the experimenter.,The experimenter recruited the subject.,AAN
350,passive,implausible,The experimenter was recruited by the subject.,The experimenter recruited the subject.,AAN
351,active,plausible,The mother disciplined the toddler.,The mother disciplined the toddler.,AAN
351,active,implausible,The toddler disciplined the mother.,The mother disciplined the toddler.,AAN
351,passive,plausible,The toddler was disciplined by the mother.,The mother disciplined the toddler.,AAN
351,passive,implausible,The mother was disciplined by the toddler.,The mother disciplined the toddler.,AAN
352,active,plausible,The assistant principal expelled the sociopath.,The assistant principal expelled the sociopath.,AAN
352,active,implausible,The sociopath expelled the assistant principal.,The assistant principal expelled the sociopath.,AAN
352,passive,plausible,The sociopath was expelled by the assistant principal.,The assistant principal expelled the sociopath.,AAN
352,passive,implausible,The assistant principal was expelled by the sociopath.,The assistant principal expelled the sociopath.,AAN
353,active,plausible,The channeler sensed the ghost.,The channeler sensed the ghost.,AAN
353,active,implausible,The ghost sensed the channeler.,The channeler sensed the ghost.,AAN
353,passive,plausible,The ghost was sensed by the channeler.,The channeler sensed the ghost.,AAN
353,passive,implausible,The channeler was sensed by the ghost.,The channeler sensed the ghost.,AAN
354,active,plausible,The union ousted the whistle-blower.,The union ousted the whistle-blower.,AAN
354,active,implausible,The whistle-blower ousted the union.,The union ousted the whistle-blower.,AAN
354,passive,plausible,The whistle-blower was ousted by the union.,The union ousted the whistle-blower.,AAN
354,passive,implausible,The union was ousted by the whistle-blower.,The union ousted the whistle-blower.,AAN
355,active,plausible,The huntsman trapped the deer.,The huntsman trapped the deer.,AAN
355,active,implausible,The deer trapped the huntsman.,The huntsman trapped the deer.,AAN
355,passive,plausible,The deer was trapped by the huntsman.,The huntsman trapped the deer.,AAN
355,passive,implausible,The huntsman was trapped by the deer.,The huntsman trapped the deer.,AAN
356,active,plausible,The cardiologist discredited the quack.,The cardiologist discredited the quack.,AAN
356,active,implausible,The quack discredited the cardiologist.,The cardiologist discredited the quack.,AAN
356,passive,plausible,The quack was discredited by the cardiologist.,The cardiologist discredited the quack.,AAN
356,passive,implausible,The cardiologist was discredited by the quack.,The cardiologist discredited the quack.,AAN
357,active,plausible,The bailiff released the ruffian.,The bailiff released the ruffian.,AAN
357,active,implausible,The ruffian released the bailiff.,The bailiff released the ruffian.,AAN
357,passive,plausible,The ruffian was released by the bailiff.,The bailiff released the ruffian.,AAN
357,passive,implausible,The bailiff was released by the ruffian.,The bailiff released the ruffian.,AAN
358,active,plausible,The shark mauled the snorkeler.,The shark mauled the snorkeler.,AAN
