WorkerId,na.pct,n,implausible,plausible,diff,Answer.English,Answer.country,profcheck,Answer.proficiency1,Answer.proficiency2,WorkTimeInSeconds,Answer.answer,HITId,filler.left,filler.right
A3HOBJ4PJUOCUN,0,54,1.625,6.625,5,yes,USA,yes,"When I was younger, I would go to school and do my homework.","It's raining tomorrow, so we can't go outside.",3022,{},3I7SHAD35MW0HXD8ZNDS7DDXB1D7MO,7,1
A3HVID0VN8HV9T,0.018518519,54,2.222222222,6,3.777777778,,,yes,"When I was younger, I would go to school and make friends.","It's raining tomorrow, so i will be staying indoor.",2556,none.,31N9JPQXIPI3S44KOXE4B5RRUUJHN0,7,1
A3HYKJ2457U3EN,0.018518519,54,5.625,5.25,-0.375,yes,USA,,"When I was younger, I would go to school and play ground with my friends","It's raining tomorrow, so i am watched weather report",2271,useful study,38EHZ67RIMSJAQO9SQHMDQQQA4WMG6,7,1
A3HZFB2JLF3JMY,0.018518519,54,3.875,4.375,0.5,yes,USA,,"When I was younger, I would go to school and graduate with a degree","It's raining tomorrow, so I must stay home",1402,n/a thanks!,379OL9DBSSE4PXQFXNZNF4RAF1F9YS,7,1
A3I1W58P6SIV26,0,54,1,6.875,5.875,yes,USA,yes,"When I was younger, I would go to school and learn as much as I could","It's raining tomorrow, so I will wear a raincoat",3242,"Interesting study, I liked it!",3GITHABACYLZDE125CBXO1LP5B12N3,7,1
A3I40B0FATY8VH,0,54,1,7,6,yes,USA,yes,learn about math,I will pack an umbrella,1575,{},3B6F54KMR2CP46BBU4S5ICLQ04VS1O,7,1
A3I9FTHSULHPYS,0,54,1.1,6,4.9,yes,USA,yes,"When I was younger, I would go to school and study math, science, and english.","It's raining tomorrow, so I will stay inside all day long.",279,none,3X878VYTIEIUBNLRD09FCNTOE01F7P,7,1
A3IDWLRXWYXBWN,0.055555556,54,6.75,7,0.25,yes,USA,,"When I was younger, I would go to school and study","It's raining tomorrow, so I cant school",531,good,3CMV9YRYP319VAWP0K1AAQ3H2RNJL5,7,1
A3IRFD9O4M284F,0,54,5.25,6,0.75,yes,USA,,"When I was younger, I would go to school and park","(B) It is raining tomorrow, so it is a holiday for schools",1398,nice survey,37VE3DA4YUH1RVFNL79VKARXD55HBB,7,1
A3JI3B5GTVA95F,0,54,1.25,6.125,4.875,no,USA,yes,"When I was younger, I would go to school and quietly do my work without socializing.","It's raining tomorrow, so don't forget to bring your umbrella.",1756,"Thank you for the opportunity. Some of these scenarios were a bit more tricky, but I hope I did alright.",3G5RUKN2EC3ADYM1QLQCYOT3BHBN9G,7,1
A3JTDNRJYVCGQD,0,54,1.25,6.375,5.125,yes,USA,yes,"When I was younger, I would go to school and learn new and interesting things.","It's raining tomorrow, so I'm going to need my umbrella.",2633,{},36MUZ9VAE62IMIM592SVUXIKOAPDEY,7,1
A3JV54EH1LEK4H,0,54,6.8,6.7,-0.1,yes,USA,,"When I was younger, I would go to school and and study","It's raining tomorrow, so I cant come",451,good,3JVP4ZJHDPS033NXT9UR05WTMENI0J,7,1
A3KF6O09H04SP7,0,54,1,6.6,5.6,yes,USA,yes,"When I was younger, I would go to school and learn as much as I could.","It's raining tomorrow, so I'll stay home and watch a movie.",369,Thanks!,33P2GD6NRNS2KYJHRKMOJDAN0ZEHKV,7,1
A3KK1BNF5H0N1Z,0.018518519,54,4.7,4.2,-0.5,yes,USA,,"When I was younger, I would go to school and fall asleep in study hall.","It's raining tomorrow, so I will stay inside and watch movies",909,{},3126F2F5F83RBFPVEBJQURZ92TSPEO,7,1
A3KK5FKG3L0Q66,0,54,2.125,5.75,3.625,yes,USA,yes,"When I was younger, I would go to school and work on my math problems.","It's raining tomorrow, so I need to use my umbrella.",1616,{},3MA5N0ATTCBKHOE6MJ8OKGKAFNRKWY,7,1
A3KP8KFGG6734Q,0,54,1,6.375,5.375,yes,USA,yes,"When I was younger, I would go to school and then come home and play outside with my dog.","It's raining tomorrow, so I will need to bring an umbrella.",2180,"Nice hit, thanks.",37OPIVELUU3W8LAVFT9ZPZ7RVNKAH9,7,1
A3L0DCUXI7X3A9,0,54,1.25,6.5,5.25,yes,USA,yes,"When I was younger, I would go to school and do my best to learn.","It's raining tomorrow, so I should carry an umbrella.",898,no problems,3ZRKL6Z1E83M8L1ECND8PZPW2TEGSC,7,1
A3L4JI1S352HB8,0,54,1.625,7,5.375,yes,USA,yes,"When I was younger, I would go to school and play on the playground with my friends.","It's raining tomorrow, so I think I'll stay inside and read.",1328,"There were a few words used in the questions that I didn't know and had to look up online (mollified). I consider myself someone who has a rich, native English language and been speaking it since birth and found the vocabulary a bit hard to understand.",3PN6H8C9R4QFW55TTXQ9YEST3VRAD0,7,1
A3LL096CAY5WHB,0.037037037,54,1,5.8,4.8,yes,USA,yes,"When I was younger, I would go to school and put forth my best effort.","It's raining tomorrow, so we should prepare our umbrellas.",1625,{},3IKMEYR0LWVY58GZ8ZJHW94LBGWK2G,7,1
A3LRZX8477TYYZ,0,54,1.125,6.875,5.75,yes,USA,yes,"When I was younger, I would go to school and study many subjects each day.","It's raining tomorrow, so I will plan to carry an umbrella with me.",3346,{},3M47JKRKCX12S8XZMCYHWHC6WL4862,7,1
A3M97GKJ6PVL3A,0,54,2.8,4.3,1.5,yes,USA,no,"When I was younger, I would go to school and to wakeup early morning.","It's raining tomorrow, so be careful to go anypalce.",987,{},3UUSLRKAUL3XD37VMUEPONQ32NLD7C,7,1
A3M9ZOPLZIQ2A,0.018518519,54,5.5,5,-0.5,yes,USA,,"When I was younger, I would go to school and park, ground and cycling.","It's raining tomorrow, so I come with Umbrella",2031,good,3XQ4XW3OD9CWTRT7D8SJNVVVSA92SF,7,1
A3MD34XEB4H6JF,0.037037037,54,1.375,6.75,5.375,yes,USA,yes,"When I was younger, I would go to school and play with my best friend","It's raining tomorrow, so we will put off our trip",2153,Thank you,3NOEP8XAU420HFGC9G9IIGKGIZ3PXX,7,1
A3N4L5F7CEY0B2,0,54,1.1,5.8,4.7,yes,USA,yes,"When I was younger, I would go to school and learn about various subjects including history and science.","It's raining tomorrow, so I will not be jogging in the morning.",1110,{},3S1L4CQSFX5CUPJPK3LZMEVEF87FAG,7,1
A3N6AAKMOMH1Q0,0,54,6,5.875,-0.125,yes,USA,,"When I was younger, I would go to school and junior high","It's raining tomorrow, so really an opinion",2331,Good survey,34R0BODSP1ZNI57CUWACWLUSBTR5EI,7,1
A3O5X3P3N0KU7I,0,54,6,5.5,-0.5,yes,USA,,"When I was younger, I would go to school and college","It's raining tomorrow, so today",447,red forest,3QI9WAYOGQBKBSC80A4MD8C78FBS6M,7,1
A3OT9EHUD1UORR,0,54,7,7,0,yes,USA,,"When I was younger, I would go to school and study","It's raining tomorrow, so I cannot go to school",1276,good,3PA41K45VN4620ALR35KOH7SG6O7PK,7,1
A3P57IUDHUKNCE,0,54,5.875,5.625,-0.25,yes,USA,,"When I was younger, I would go to school and learn about math.","It's raining tomorrow, so I will bring my coat.",3242,{},3J9L0X0VDFM00SVFIMHZU76U4TF9WT,7,1
A3P6CVPYACUX43,0,54,1.625,6.875,5.25,yes,USA,yes,"When I was younger, I would go to school and listen intently to my teachers.","It's raining tomorrow, so I will stay inside and play board games.",1879,{},3EHIMLB7F7ZIPXHGIVPLT81W5ZKH8C,7,1
A3P7AXWF57BHNX,0,54,1.9,6.4,4.5,yes,USA,yes,"When I was younger, I would go to school and learn.","It's raining tomorrow, so wear a rain coat.",2559,Thanks for fair pay.,3PKVGQTFIHKATXM1R4Z96PR4LNLRYX,7,1
A3QLGMZOLGMBQ1,0,54,1.25,6.125,4.875,yes,USA,yes,"When I was younger, I would go to school and look forward to recess.","It's raining tomorrow, so I think I'll stay in.",996,{},3G3AJKPCXLS3SRK3GS3WYWGUT914YR,7,1
A3QS96739O5M6F,0,54,1,5.25,4.25,yes,USA,yes,"When I was younger, I would go to school and work with my teachers.","It's raining tomorrow, so I'm planning to stay home.",2149,thanks,3PKJ68EHDNW79EDZ9ZMCIYAALAEHJW,7,1
A3QSJY1FFN0N6V,0,54,1.75,6.25,4.5,yes,USA,yes,"When I was younger, I would go to school and play with my friends at recess.","It's raining tomorrow, so I'm going to make some soup and stay home.",370,None,33K3E8REWWVFBNHVNZ77WUPQTO2X8I,7,1
A3R5OJR60C6004,0,54,1.125,6.75,5.625,yes,USA,yes,"When I was younger, I would go to school and attempt to finish my homework from the previous night.","It's raining tomorrow, so I will make plans to work indoors.",788,well organized and presented,378G7J1SJLYHVOMWQXXLML75VJ2EW1,7,1
A3RDH0U2H6JCBC,0,54,1.375,6.5,5.125,yes,USA,yes,"When I was younger, I would go to school and hang out with my friends.","It's raining tomorrow, so I'm going to just stay home all day.",3067,{},366FYU4PTGPQ0OSF1JEIYADA8JMEKC,7,2
A3RHJEMZ4EGY2U,0,54,2.5,6.75,4.25,yes,USA,yes,"When I was younger, I would go to school and talk to my friends all day.","It's raining tomorrow, so I will not be able to go to the park.",3337,{},359AP8GAGGKN8B1HMYJE4H8LHN97C6,7,1
A3RI9RLBGPG2B6,0.018518519,54,2.125,6.25,4.125,yes,USA,yes,"When I was younger, I would go to school and learn school subjects such as math.","It's raining tomorrow, so I'm going to just stay inside.",668,{},3SU800BH86ST0NNW4ODKYEBMTD8UQ1,7,1
A3RKG5PZN97RD5,0,54,1.625,7,5.375,yes,USA,yes,"When I was younger, I would go to school and learn my lessons.","It's raining tomorrow, so we can't play.",975,{},3JTPR5MTZSCQ45ZMQILFUG7XVQN5K2,7,1
A3ROADR7T6811,0,54,2,5.25,3.25,yes,USA,yes,"When I was younger, I would go to school and spend my day playing","It's raining tomorrow, so remember to wear the raincoat",1792,{},3UUSLRKAUL3XD37VMUEPONQ32NL7D6,7,1
A3RQN5RZD1N2KP,0,54,1,6.9,5.9,yes,USA,yes,"When I was younger, I would go to school and take a math class so I could graduate.","It's raining tomorrow, so I'll look forward to staying inside and reading.",2055,{},3K3IX1W4S6ROL28JY6H4Y89IHEUPAT,7,1
A3RVHUY67SVXQV,0,54,1.125,6.75,5.625,yes,USA,yes,"When I was younger, I would go to school and meet up with my friends.","It's raining tomorrow, so be sure to dress appropriately.",1565,{},3BDORL6HKKDXQULWVCHK9YZLIZ3CRA,7,1
A3RYI5HXC2MJLN,0,54,3,4.75,1.75,yes,USA,yes,"When I was younger, I would go to school and learn to read and write while trying to make new friends.","It's raining tomorrow, so I will need to bring an umbrella with me too work tomorrow.",3461,{},3126F2F5F83RBFPVEBJQURZ92TSEPD,7,1
A3TOUB8313BPVS,0,54,2.75,6.875,4.125,yes,USA,yes,"When I was younger, I would go to school and play games at recess.","It's raining tomorrow, so I will bring an umbrella.",2471,{},3FDWKV9VCN22F8P4CV63H5RHJCBUME,7,1
A3UV55HC87DO9C,0,54,2.625,6.625,4,yes,USA,,"When I was younger, I would go to school and take notes in class.","It's raining tomorrow, so make sure to bring an umbrella.",2513,none! :),344M16OZKIFR8UDIYW6YQ2UE2ERENH,7,7
A3V2XCDF45VN9X,0,108,1.1875,6.4375,5.25,no,OTHER,yes,"When I was younger, I would go to school and then to class until 4 p.m.","It's raining tomorrow, so we need to take an umbrella.",1473,{},309D674SHZLAAN47ZFVU9JUH067CBQ,7,1
A3V2XCDF45VN9X,0,108,1.1875,6.4375,5.25,no,OTHER,yes,"When I was younger, I would go to school and start to learn various subject.","It's raining tomorrow, so you may need to take an umbrella outside.",1281,None,3ZFRE2BDQ9EUVJIIWP7K9EMUSX9ZXP,7,1
A3W2RRAUPHYRIO,0,54,1,6.625,5.625,yes,USA,yes,"When I was younger, I would go to school and learn math and science.","It's raining tomorrow, so I will stay inside.",529,{},3B9J25CZ25D9R9L9A1HPZ84H41MSCE,7,1
A3W341JMZSKATX,0,54,1.25,5.5,4.25,yes,USA,yes,"When I was younger, I would go to school and learn maths","It's raining tomorrow, so",3597,{},366FYU4PTGPQ0OSF1JEIYADA8JMKEI,7,1
A47HX1N4QM1XQ,0,54,5.375,6.625,1.25,yes,USA,yes,"When I was younger, I would go to school and spend a time with my friends.","It's raining tomorrow, so I can take a rest of my work.",3323,It was good to finished.,30IRMPJWDZJF9SXKNPYIXHCTN8CKRV,7,1
A48WNR6C4CI3J,0,54,1,6.5,5.5,yes,USA,yes,"When I was younger, I would go to school and learn about fractions and long division.","It's raining tomorrow, so I won't be going to the shops after all.",264,{},3OKP4QVBP2XI8PFKVNRH4ZVQGN7AGA,7,1
A4J4GGMKJ68L0,0,54,2.625,5.875,3.25,yes,USA,yes,"When I was younger, I would go to school and come back home to relax.","It's raining tomorrow, so expect traffic to be rather slow.",3150,{},3AA88CN98P3O6T961KQC5D5QQVRKYX,7,1
A4LCG4MSNJRUF,0,54,1.25,6.25,5,yes,USA,yes,"When I was younger, I would go to school and learn about new subjects.","It's raining tomorrow, so I am going to stay inside.",439,{},3QXFBUZ4ZKG2NYTI1S88407KNQZGUS,7,1
A59E3FJSGRUKE,0,54,5.25,5.625,0.375,yes,USA,,"When I was younger, I would go to school and playground","It's raining tomorrow, so cannot come office",1227,{},3X52SWXE0X52YQ2IU6RQWX72AEICWD,7,1
A5MWDPP9SOROE,0.018518519,54,4.25,4.25,0,yes,USA,,"When I was younger, I would go  school and enjoy with friends.","It's raining tomorrow, so I take one day leave.",1015,{},3D06DR5225JI0ZB66QPCH4FNC9JMAU,7,1
A5NE8TWS8ZV7B,0,54,2,6.8,4.8,yes,USA,yes,"When I was younger, I would go to school and do my homework.","It's raining tomorrow, so I am going to stay inside.",1651,{},3LEG2HW4UFNNPMOL7OSKGWCG3KFF29,7,1
A64JDJKE9DYCT,0,54,1,6.8,5.8,yes,USA,yes,"When I was younger, I would go to school and then hang out with friends in the afternoon.","It's raining tomorrow, so I'll have to wear my raincoat.",672,{},372AGES0I45LTSWRM8D7NBKVJHRRXR,7,1
A65FDBSWHLIVX,0.018518519,54,3.625,3.875,0.25,yes,USA,,"When I was younger, I would go to school and I'm studying well","It's raining tomorrow, so very happy",986,The survey is very good,3IZPORCT1F9O72WCH4VLKPW1VR8HRO,7,1
A67Z8IR5X029C,0.018518519,54,6.375,6.25,-0.125,yes,USA,,"When I was younger, I would go to school and play","It's raining tomorrow, so happy",974,very good survey,391JB9X4ZY8OCCKSIH21BIIJHLDKM7,7,3
A6HDSE80LQPR8,0,54,3.375,6,2.625,yes,USA,yes,"When I was younger, I would go to school and try to get good grades.","It's raining tomorrow, so I have remember to take an umbrella with me when going out.",1080,none,38DCH97KHH2KM7C2SP96RC2BCXAJQU,7,1
A6INY1UVFY5GB,0,54,1.75,6.625,4.875,yes,USA,yes,"When I was younger, I would go to school and have lunch alone.","It's raining tomorrow, so I'll grab my umbrella",1453,{},3IVKZBIBJ0908HWPWTVQAZ1XHTRSHN,7,1
A6KB4VHCZYTY2,0,54,2.375,6,3.625,yes,USA,yes,"When I was younger, I would go to school and play football at recess.","It's raining tomorrow, so I will carry an umbrella.",961,{},3NRZ1LDP7W6PMAGRAYX3F10RQY0ZP1,7,1
A6R88PQFFSNI9,0,54,3.75,5.75,2,yes,USA,yes,"When I was younger, I would go to school and now slowly I am getting used to the idea that school reopening and that I will hopefully go back one day.","It's raining tomorrow, so, My clothes are wet from the rain.",2429,It is a Interesting Study.,3KI0JD2ZU1IYSUSGC76BIHGBL1Y76E,7,1
A6XAX4NBQK8W2,0.018518519,54,6.375,6.5,0.125,yes,USA,,"When I was younger, I would go to school and i would study well.","It's raining tomorrow, so i could not go to school.",1537,{},3XDSWAMB22SXET6WIXSK48PGMD1CQ9,7,1
A7I3G380E29VE,0,54,2.125,7,4.875,yes,USA,yes,"When I was younger, I would go to school and learn about many different topics.","It's raining tomorrow, so I will be staying inside.",659,{},3NRZ1LDP7W6PMAGRAYX3F10RQZ1PZU,7,1
A7O82NXM2PI12,0,54,1,7,6,yes,USA,yes,"When I was younger, I would go to school and learn math and science","It's raining tomorrow, so I should walk with an umbrella",919,{},3INZSNUD80Q1RMVO1RC92JH9XD9D9O,7,1
A8UJNIY9R8S7W,0,54,2.875,7,4.125,yes,USA,yes,"When I was younger, I would go to school and work very hard.","It's raining tomorrow, so I'll stay inside.",2363,{},3W3RSPVVGSRI9Q7JCJ5OHSCSJ7LULC,7,1
A90G0G4SJ26BM,0.055555556,54,1.5,4.9,3.4,yes,USA,yes,"When I was younger, I would go to school and make new friends","It's raining tomorrow, so came home early",3514,{},3UV0D2KX1MJXS038B2B89B9ENYBF45,7,1
A98E8M4QLI9RS,0.018518519,54,1,6.875,5.875,yes,USA,yes,"When I was younger, I would go to school and look forward to recess so I could play with my friends.","It's raining tomorrow, so I will remember to carry an umbrella.",1760,Thank you for the opportunity to participate in this study.,356TQKY9XFXLW8B45M392VC2RWO780,7,1
AAASQIW3J32OL,0,54,1,7,6,yes,USA,yes,"When I was younger, I would go to school and look forward to another day of learning.","It's raining tomorrow, so we had to postpone our picnic.",546,{},3OQQD2WO8I6WKVMUCWCA23U0PQ7I3E,7,1
AAH6HJWRC4JD2,0,54,5.6,5.9,0.3,yes,USA,,"When I was younger, I would go to school and stady well","It's raining tomorrow, so our school were leave",2529,good,3XUSYT70IT1JVS7B1VTG98GGU9FD0C,7,1
AAQREZOK13OV7,0,54,1.125,6.625,5.5,yes,USA,yes,"When I was younger, I would go to school and meet my friends at their locker","It's raining tomorrow, so bring an umbrella with you",2591,{},38XPGNCKHT0MOXPYBHGCRXC0BSZ4VI,7,1
AB09F0Q4T10TE,0,54,2.5,7,4.5,yes,USA,yes,"When I was younger, I would go to school and do the best I could.","It's raining tomorrow, so will take an umbrella with me.",450,Thank you.,3S1WOPCJFGTVP4MXJYE6XVDXTUMEJD,7,1
ABW8U1U74P8MI,0.055555556,54,2.125,5.75,3.625,yes,USA,yes,"When I was younger, I would go to school and spend a fun time with friends.","It's raining tomorrow, so I'll have to cancel all of my apointments",2382,{},3T8DUCXY0N688BRLNHCO7NZV0ZX9T3,7,1
ACBPSLPGDTGEZ,0.037037037,54,6.25,6.125,-0.125,,,,"When I was younger, I would go to school home","It's raining tomorrow, so I get umbrella",548,good,324N5FAHSXB72ZE1W93SYE1W8EPKVO,7,1
ACGGIBC0P38HU,0,54,1.25,6.5,5.25,yes,USA,yes,"When I was younger, I would go to school and learn about different subjects.","It's raining tomorrow, so I will be staying home.",1160,{},3DQYSJDTYLBWKORM02T7O4LC4S1EX1,7,1
ACGHHDT7RY1AH,0,54,2.25,7,4.75,yes,USA,yes,"When I was younger, I would go to school and wear my backpack.","It's raining tomorrow, so I'll wear my raincoat.",535,{},3YLTXLH3DF63VPGX4CRWFUWMU9KPH4,7,1
ACKG8OU1KHKO2,0,54,5.5,6.25,0.75,yes,USA,,"When I was younger, I would go to school and focus on my schoolwork.","It's raining tomorrow, so I am staying home.",1295,{},3XWUWJ18TLQLSGUDLXXP8F8BWYEUU6,7,1
ACON9O9NMFOHE,0,54,2.875,5.25,2.375,yes,USA,yes,"When I was younger, I would go to school and learn about my favorite subjects.","It's raining tomorrow, so hopefully the plants outside will grow.",2361,{},3LCXHSGDLT6OO75N6SNKPW4KPDZSE7,7,1
ACRTRQ23XH20E,0.018518519,54,1.8,5.5,3.7,yes,USA,yes,"When I was younger, I would go to school and loved to learn,","It's raining tomorrow, so I will bring my umbrella.",1309,{},3B286OTISEHSZR5L3TCK1CN68FOAJE,7,1
ACSS93E03ZUGX,0,54,1,7,6,yes,USA,yes,"When I was younger, I would go to school and take math and science tests.","It's raining tomorrow, so I will probably stay inside.",854,{},302OLP89DZ75RDZFT1VYE8ABIVFAC0,7,1
AD75IYA9OIIQF,0,54,2.25,6.25,4,yes,USA,,"When I was younger, I would go to school and goof off during class.","It's raining tomorrow, so I'm staying inside to keep dry.",421,{},3HRWUH63QU2RCBKPNVDVM8O1PLSN5P,4,1
ADJ9I7ZBFYFH7,0,54,1,6.8,5.8,yes,USA,yes,"When I was younger, I would go to school and try my best on tests.","It's raining tomorrow, so I'm going to bring an umbrella to work.",840,Cheers.,3VEI3XUCZRXGKJU00H3QTYYSHIIPR1,7,1
ADVJB810K4OYR,0,54,2.25,7,4.75,yes,USA,,"When I was younger, I would go to school and learn.","It's raining tomorrow, so I have to take my umbrella.",1224,n/a,3W0XM68YZPVRGNY3PVJ3RQUGJAIK1Z,7,5
ADZDFHPZZ5VFL,0.018518519,54,6,5.625,-0.375,,USA,,"When I was younger, I would go to school and outing with parents.","It's raining tomorrow, so so will be happy.",1954,Such good survey.,3LCXHSGDLT6OO75N6SNKPW4KPDZEST,7,1
AE015UO038LEC,0,54,1.6,6.9,5.3,yes,USA,yes,"When I was younger, I would go to school and learn new things.","It's raining tomorrow, so I will bring an umbrella.",511,{},31ANT7FQN82Z2FYEKXIIHOR539J5HY,7,1
AEBY6S5MX5O8R,0,54,2.25,5.25,3,yes,USA,yes,"When I was younger, I would go to school and i would read and eat with my friends","It's raining tomorrow, so i will take my umbrella to work",1077,{},3N3WJQXELSQ9PEYHTZVIB9H00G12L1,7,1
AEF74ZYJTTEIA,0,54,2.125,7,4.875,yes,USA,yes,"When I was younger, I would go to school and study really hard to get good grades.","It's raining tomorrow, so I should bring an umbrella",285,{},3D3B8GE892RAGJYE60342DYYBWCP9E,7,1
AFC8SYXW9UZUC,0,54,3.9,5.6,1.7,yes,USA,yes,"When I was younger, I would go to school and playground","It's raining tomorrow, so cannot come office",947,{},37PGLWGSJT62GTU1X249JPB20CTKIR,7,1
AFDC9A6Z60W2Z,0.018518519,54,2.375,6.875,4.5,yes,USA,yes,"When I was younger, I would go to school and learn lots of subjects.","It's raining tomorrow, so I should carry an umbrella.",1687,{},3EKZL9T8Y8MK107TZ75QVUXFVQ5CHD,7,1
AFIK3VBMMX6G6,0,54,1.1,6.6,5.5,yes,USA,yes,"When I was younger, I would go to school and get through my classes","It's raining tomorrow, so I'll stay inside",1103,{},3BJKPTD2QCCECBN7HYCAY8ZP6L3RT8,7,1
AFKB7F09OVKV7,0,54,1.125,6.875,5.75,yes,USA,yes,"When I was younger, I would go to school and wait excitedly for lunchtime and recess.","It's raining tomorrow, so I'm going to get errands done today.",1347,"I hope I didn't miss any attention checks and answered enough correctly. Some were obviously not just black and white, so I hope leaning one way or the other factors in too. Thank you for letting me take this!",3RWSQDNYL9M7QG0XVJ7R0F65COKFFT,7,1
AFN5VMMGYPF1I,0,54,1,6.625,5.625,yes,USA,yes,"When I was younger, I would go to school and study hard to get good grades","It's raining tomorrow, so I think I will stay inside and sleep",597,I enjoyed this task,3SX4X51T809602WIJ64P984S79YAOX,7,1
AG9LMLEPXP2YC,0,54,3.625,4.625,1,yes,USA,yes,"When I was younger, I would go to school and eat the school lunch.","It's raining tomorrow, so I will make sure to bring an umbrella.",1898,{},3OZ4VAIBEXFCRF8JEO3GXZ1JTPPJVO,7,1
AH7VF786B5UG4,0.037037037,54,5.428571429,5.428571429,0,yes,USA,,"When I was younger, I would go to school and study well","It's raining tomorrow, so don't go outside",653,great analysis,39RRBHZ0AU12RUDNWA62LTP9CM1ZVM,7,1
AHYTT3T8W9Y9Y,0,54,1.25,6.125,4.875,yes,USA,yes,"When I was younger, I would go to school and hang out at the park with my friends.","It's raining tomorrow, so I think I better stay inside.",1183,{},3E22YV8GG16V5L287AM9KETIGLTPND,7,1
AI9YR5E1S3U19,0,54,3.25,3.125,-0.125,yes,USA,,"When I was younger, I would go to school and study","It's raining tomorrow, so I cant come",694,good,3T6EIBTM9LOHYY2H9NZ78DKNISUAAY,7,1
AIICJA0A5J8NF,0,54,1,6.6,5.6,yes,USA,yes,"When I was younger, I would go to school and try to learn everything I could.","It's raining tomorrow, so I will be staying inside to read.",783,{},3J6BHNX0U9SUUU5SUIH1OX7JMBNKN7,7,1
AIQ1I6ODSIO56,0,54,1,7,6,yes,USA,yes,"When I was younger, I would go to school and read books and study.","It's raining tomorrow, so I'll make sure to take my umbrella.",572,{},3W5PY7V3UP7TV93OJZQ04Y5DB6RJYX,7,1
AIY8KHG5LEXNY,0.018518519,54,6,5.75,-0.25,yes,USA,,"When I was younger, I would go to school and  BOY","It's raining tomorrow, so  MUCH",434,NICE,3909MD9T2ZHFK20108NLIXL50N5EFA,7,1
AJ4T7PTRYNSUW,0,54,1,5.125,4.125,,,yes,"When I was younger, I would go to school and played with my friends.","It's raining tomorrow, so I think I'll stay inside.",2100,{},30OITAWPBQ3I320QNNVZT4W7P52H91,7,1
AJM4334V07JDQ,0.018518519,54,1.4,6.2,4.8,yes,USA,yes,"When I was younger, I would go to school and learn geography, literature, math and history.","It's raining tomorrow, so I have to wear my rain boots and also get my umbrella.",628,than you!,311HQEI8RSG0G4CREC3MFF96Q5V7Z5,7,1
AJRY9ALX8069Y,0,54,1,7,6,yes,USA,yes,"When I was younger, I would go to school and study math, science, and English with my fellow students.","It's raining tomorrow, so I will just stay home and bake some cookies.",470,{},3XD2A6FGFNU7TBE6YH7YXI39YGJS9X,7,1
AJXIC6Q5EM76P,0,54,1,5.25,4.25,yes,USA,yes,"When I was younger, I would go to school and socialize with my friends.","It's raining tomorrow, so I will need to bring an umbrella with me.",1297,{},341YLJU21IZ7ZDQB8WY5JTP8JC7I23,7,1
AJZEXCH1TSUE1,0,54,1,6.7,5.7,yes,USA,,"When I was younger, I would go to school and hang out with my friends.","It's raining tomorrow, so I should bring an umbrella.",1586,{},3P7RGTLO6EDNABB3LECW2RNJN4OKAN,7,6
AK3H5QRAROFGP,0,54,1,7,6,yes,USA,,"When I was younger, I would go to school and complete my work dilligently.","It's raining tomorrow, so I will stay at home.",838,{},3KA7IJSNW65T4CDB4KH0TJTOZWFPBO,1,1
AKHH4W14A6AN9,0.018518519,54,1,6.3,5.3,yes,USA,yes,"When I was younger, I would go to school and practice basketball with my friends afterward.","It's raining tomorrow, so I packed my umbrella in my bag.",3260,{},36FFXPMST9OLAP4WPCEHQURWK4OHOF,7,1
AKJ22H1NTVIQX,0.611111111,54,1,6.5,5.5,yes,USA,,"When I was younger, I would go to school and","It's raining tomorrow, so",1375,{},3K2CEDRACB1NFVAFCQGTC95F0Y4MTF,7,1
AKSJ3C5O3V9RB,0,54,2,6.625,4.625,yes,USA,yes,"When I was younger, I would go to school and learn about a range of subjects.","It's raining tomorrow, so I will need to take an umbrella with me.",1958,{},3NCN4N1H1GHT1R1YO548PUOTZHENBQ,7,1
AL3K9E6X0U9MN,0.018518519,54,5.75,5.285714286,-0.464285714,yes,USA,,"When I was younger, I would go to school and outing with parents.","It's raining tomorrow, so will be happy.",1580,{},31MBOZ6PAORMNWQJQSKONMQMC7ECLK,7,1
ALEE1QD4TW9G4,0,54,2.5,6.625,4.125,yes,USA,yes,"When I was younger, I would go to school and finish my lessons","It's raining tomorrow, so we cant go to the park",762,everything went fine,36D1BWBEHN1TVWG2TBWXBMWP0LR2M3,7,1
ALQDW7ERK5R4C,0.018518519,54,4.75,4.875,0.125,yes,USA,,"When I was younger, I would go to school and ground","It's raining tomorrow, so leave",304,great,3FHTJGYT8N0PVTLMK69EUUKLF97GPW,7,1
AMA18W8F60Y2J,0,54,1,5.6,4.6,yes,USA,yes,"When I was younger, I would go to school and learn different subjects.","It's raining tomorrow, so I will stay home.",887,{},39KV3A5D1873FSQDJK9EJMC33QV7S0,7,1
AMIQGW2E3WYO4,0,54,1,6.1,5.1,yes,USA,yes,"When I was younger, I would go to school and study and learn","It's raining tomorrow, so wear a raincoat",812,{},308KJXFUJR6MDU1QFNQO3IAF6HFATJ,7,1
AMV1E7FFPVAW4,0.018518519,54,1,4,3,yes,USA,yes,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so we cannot go and play outside.",915,{},3XU9MCX6VOCKSCTUYJSEXLQZ68Q2RR,7,1
AN9MVFWRCF2OP,0,54,1.9,7,5.1,yes,USA,,"When I was younger, I would go to school and not pay attention","It's raining tomorrow, so I'll stay home",875,{},3WRAAIUSBJZTUBAAKXRLSLVLJD3AX2,7,6
