WorkerId,na.pct,n,implausible,plausible,Answer.English,Answer.country,Answer.proficiency1,Answer.proficiency2,WorkTimeInSeconds,Answer.answer,HITId,AssignmentStatus,AssignmentId,filler.left,filler.right,diff,Use
A3MD34XEB4H6JF,0.037037037,54,1.375,6.75,yes,USA,"When I was younger, I would go to school and play with my best friend","It's raining tomorrow, so we will put off our trip",2153,Thank you,3NOEP8XAU420HFGC9G9IIGKGIZ3PXX,Approved,3180JW2OT4CXF5RXYZQ4IL261PFJ5D,7,1,5.375,TRUE
A3RKG5PZN97RD5,0,54,1.625,7,yes,USA,"When I was younger, I would go to school and learn my lessons.","It's raining tomorrow, so we can't play.",975,{},3JTPR5MTZSCQ45ZMQILFUG7XVQN5K2,Approved,3IGI0VL647KF65O0ICEVKYJER4MNON,7,1,5.375,TRUE
ATSY5JUZFMZHA,0,54,1.625,7,yes,USA,"When I was younger, I would go to school and eat my breakfast.","It's raining tomorrow, so I will drive.",361,{},3KA7IJSNW65T4CDB4KH0TJTOZWFPBO,Approved,3KAKFY4PGU2Y6FKN2YHBRNPMAHW3IY,7,1,5.375,TRUE
AUQ79MANVDU9B,0,54,1.5,6.875,yes,USA,"When I was younger, I would go to school and study very hard.","It's raining tomorrow, so remember to bring an umbrella.",307,{},3W9XHF7WGKVSP7ACRE3DXWDBBT9KT8,Approved,36U2A8VAG1ZQSD7ZRMVDUX0CBJKYK8,7,1,5.375,TRUE
A11S8IAAVDXCUS,0,54,1,6.4,yes,USA,"When I was younger, I would go to school and escape my bad home life.","It's raining tomorrow, so the dogs will try to refuse to go outside.",2254,{},3ZXNP4Z39RLGBFVNZBCD70Y8BWN7LM,Approved,3E47SOBEYQWMJFG6VRSCKQTGGR9IC5,3,1,5.4,
A13WTEQ06V3B6D,0,54,1,6.4,yes,USA,"When I was younger, I would go to school and study hard to get good grades.","It's raining tomorrow, so I should bring an umbrella with me.",2079,I have no additional comments.,32PT7WK7DMFFCK68KIBZB6ENXLZD37,Approved,3QAVNHZ3EM40G1REWGTY6BVKXSJALA,7,1,5.4,TRUE
A17ZTBC2843EBM,0.018518519,54,1.6,7,yes,USA,"When I was younger, I would go to school and sleep during homeroom.","It's raining tomorrow, so I will bring my umbrella.",1394,no comments,34D9ZRXCYRULYUOBQNLYTDET4Y1ASU,Approved,3CFJTT4SXTQG7YLA4AK14412FGJ7I2,7,1,5.4,TRUE
A1CE2XPYCDRHVZ,0,54,1.5,6.9,yes,USA,"When I was younger, I would go to school and eat sandwiches for lunch.","It's raining tomorrow, so I will carry an umbrella.",2307,{},3K3IX1W4S6ROL28JY6H4Y89IHEUAPE,Approved,3PEIJLRY6TTSN8B6B4SEZUNYWNUXWY,7,1,5.4,TRUE
A1SISJL5ST2PWH,0,54,1.3,6.7,yes,USA,"When I was younger, I would go to school and learn about math","It's raining tomorrow, so I am going to use an umbrella",334,{},3Q9SPIIRWJME5B5KASVZQ2HEABXAW9,Approved,3LPW2N6LKT26TL2RAYUIPNBHI8A5UY,7,1,5.4,TRUE
A1SN0UU3V61IIM,0.018518519,54,1,6.4,yes,USA,"When I was younger, I would go to school and get a good education.","It's raining tomorrow, so I will remain indoors.",558,{},3GL25Y6843UUWCJZH0HQ1CQLDUSMXY,Approved,378XPAWRUCDYQ0J8BDWLEV3SGOPAIW,7,1,5.4,TRUE
A1VMPZVVVZUCS4,0,54,1.6,7,yes,USA,"When I was younger, I would go to school and play in the playground at recess.","It's raining tomorrow, so I think I'll stay indoors and clean the house.",501,"I'm not sure about the sentences with the spirits/ghosts: those make sense grammatically and would make sense in context (e.g., a novel about the paranormal), but they're not plausible in the sense that ghosts aren't real. I wasn't sure how we were supposed to rate those questions.",3D06DR5225JI0ZB66QPCH4FNC9JAMI,Approved,3P59JYT76LKZUB4FSA2AMKM3FHD2TY,7,1,5.4,TRUE
A248QG4DPULP46,0,54,1.6,7,yes,USA,"When I was younger, I would go to school and talk to my friends.","It's raining tomorrow, so I will drive the car to work instead of walking.",1388,{},3EKZL9T8Y8MK107TZ75QVUXFVQ5HCI,Approved,3OLF68YTN91EG9HIA5Q0BYQ00Z0AFE,7,1,5.4,TRUE
A2615YW1YERQBO,0,54,1,6.4,yes,USA,"When I was younger, I would go to school and have to sty until afternoon.","It's raining tomorrow, so I will stay inside.",527,none,3909MD9T2ZHFK20108NLIXL50N5FEB,Approved,39ASUFLU6X7Y68PFQ4Y8DOGYPGSEXW,7,1,5.4,TRUE
A2WVCXVSE0YGML,0,54,1.6,7,yes,USA,"When I was younger, I would go to school and put forth as little effort as possible to pass.","It's raining tomorrow, so I should pack an umbrella to keep myself dry.",1605,"That was an interesting exercise, good luck with your research!",36FQTHX3Z3RMXN8O6MKTGGQNU0NB3Y,Approved,3MAOD8E57QA20E2SJ31R3BA738RXN2,7,1,5.4,TRUE
A3SL00PZAKQS5T,0,54,3,2.375,yes,USA,"When I was younger, I would go to school and And play with friends","It's raining tomorrow, so I will use an umbrella",2589,nothing to say about it,3K2CEDRACB1NFVAFCQGTC95F0Y4MTF,Rejected,3D3VGR7TA0FBZEN6SLBK5FQDXDF3R2,7,1,-0.625,
A19UBZFVUWL1ES,0.037037037,54,1.5,7,yes,USA,"When I was younger, I would go to school and study with my friends.","It's raining tomorrow, so I'll cancel our plans.",319,{},3NFWQRSHVEED4GWS63D9I06HD3KFGS,Approved,354GIDR5ZB6RIS4AFLAMJLRJL8W000,7,1,5.5,TRUE
A19ZWBQT8A3LIR,0,54,1.5,7,yes,USA,"When I was younger, I would go to school and talk with all of my friends.","It's raining tomorrow, so I will dress warm and take an umbrella.",656,{},3QX22DUVOOH2SNE4HLG8DRT0XJKMVV,Approved,3UWN2HHPUY5U4XGTPTV443TFOTPSNP,7,1,5.5,TRUE
A1TARNH07A75CG,0,54,1,6.5,yes,USA,"When I was younger, I would go to school and talk to my friends.","It's raining tomorrow, so I'll make sure to bring an umbrella.",860,{},3SSN80MU8COZ6OJWWO4AMZYHOPXKXR,Approved,3II4UPYCOJ7955A38VSWDY2KS12QDG,7,1,5.5,TRUE
A3V0VH1WX2ZS6G,0,54,3.5,3.375,yes,USA,"When I was younger, I would go to school and joined dance club","It's raining tomorrow, so I will take rest",2564,good,32XN26MTXZJ2T4V3ECR4SLOL3IHL00,Rejected,3UOUJI6MTDEFV4M1G4DDH621B7JXUZ,7,1,-0.125,
A1X53DM4NR6P07,0,54,1,6.5,yes,USA,"When I was younger, I would go to school and take lessons in speech.","It's raining tomorrow, so I need to take an umbrella with me.",321,{},3FHTJGYT8N0PVTLMK69EUUKLF97GPW,Approved,37Q970SNZE8RQQ94K6X67WGCLVK1SW,7,1,5.5,TRUE
A1XWBSRUGGNEA2,0,54,1.125,6.625,yes,USA,"When I was younger, I would go to school and play sports with my friends","It's raining tomorrow, so I will stay at home",645,{},3DZKABX2ZI5PJ12D4WMUAVOO35GCV3,Approved,3HVVDCPGTESPVWXMLV95VON8UZDYTM,7,1,5.5,TRUE
A272X64FOZFYLB,0,54,1,6.5,yes,USA,"When I was younger, I would go to school and listen carefully to the teachers.","It's raining tomorrow, so I will bring an umbrella.",2789,{},35A1YQPVFEGZYA9YQF03H0SK3MY5IR,Approved,3BEFOD78W6T5KUTINRKMTLO95ND4MV,7,1,5.5,TRUE
A29IBNSV45WIMQ,0.018518519,54,1.5,7,yes,USA,"When I was younger, I would go to school and participate in class with the other students","It's raining tomorrow, so i'm going to be staying indoors",863,{},3XUY87HIVPEJ20KV3TFHQVAN6Q8MME,Approved,3TMSXRD2X60KX7QD4B774LJXR5H1W6,7,1,5.5,TRUE
A2AVJV2HSJ6KW,0,54,1.1,6.6,yes,USA,"When I was younger, I would go to school and learn about different subjects like math, history, and science.","It's raining tomorrow, so remember to take your umbrella.",438,{},3XUSYT70IT1JVS7B1VTG98GGU9FD0C,Approved,3ZV9H2YQQD7G7A4SRFLQSEYUPSUW3Y,7,1,5.5,TRUE
A2F4MWR5Q5ZUSS,0,54,1,6.5,yes,USA,"When I was younger, I would go to school and listen to the teachers' lectures.","It's raining tomorrow, so I will bring an umbrella when I go out.",233,{},3JU8CV4BRLCDN62K8PMMZ3TN6VYPOS,Approved,3QAPZX2QN4DYE27OU8E029KYI9F02P,7,1,5.5,TRUE
A2FMEIDYEIWJA8,0,54,1,6.5,yes,USA,"When I was younger, I would go to school and take notes in class.","It's raining tomorrow, so I can't go to the park.",833,The instructions were easy to understand and I thought the survey was well-paid :),3IHWR4LC7DDILSS0OD76TK2B5CZI86,Approved,3I7DHKZYGN0HA351F9ZJ3NAE8IW5FU,7,1,5.5,TRUE
A2HSCKH5NKN5LP,0,54,1.5,7,yes,USA,"When I was younger, I would go to school and pay attention to the teachers.","It's raining tomorrow, so hopefully it's sunny the next day.",429,"I rated the sorcerer/dwarf, as well as the pixie one implausible because the instructions say ""real world"" sorry if this is incorrect.",3S1L4CQSFX5CUPJPK3LZMEVEF87AFB,Approved,36V4Q8R5ZK0C9ZGGLORZWOPE1FUQMY,7,1,5.5,TRUE
A2HXUTHYA5C1E0,0,54,1.125,6.625,yes,USA,"When I was younger, I would go to school and learn about historical events.","It's raining tomorrow, so we cannot play outside at the park.",732,{},374UMBUHN5PA69YOZ1MF9D036K0CTN,Rejected,3Q5C1WP23M1QKOBT8AKYEL6K7BC15U,7,1,5.5,TRUE
A2JRF141BH3W3Y,0,54,1.125,6.625,yes,USA,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so we need to prepare for cold.",1957,{},3RIHDBQ1NEYXAMJKCWZ4YQ2RP49MH5,Approved,3C44YUNSI1PO5T9O8ID7DTCAN5JDPF,7,1,5.5,TRUE
A2JTSH1VPJQ8FR,0,54,1,6.5,yes,USA,"When I was younger, I would go to school and learn","It's raining tomorrow, so umbrella is needed",1735,none,36JW4WBR06KR4CR3Q9VR30IIS3XHFT,Approved,3AWETUDC92SZR8RGN5CKVOU1P9YIZ7,7,1,5.5,TRUE
A2LT6KC1X51FVW,0,54,1.5,7,yes,USA,"When I was younger, I would go to school and enjoy learning about science.","It's raining tomorrow, so I have to carry an umbrella with me if I go anywhere.",2924,{},3O2Y2UIUCQUI62SBWUYOGSYAKK1FKV,Approved,3WMOAN2SRBXAWPXXJO09FQDMNXJVNX,7,1,5.5,TRUE
A59E3FJSGRUKE,0,54,5.25,5.625,yes,USA,"When I was younger, I would go to school and playground","It's raining tomorrow, so cannot come office",1227,{},3X52SWXE0X52YQ2IU6RQWX72AEICWD,Rejected,37WLF8U1WPQO9TXTL30LB6GJC9Q6KF,7,1,0.375,
A5MWDPP9SOROE,0.018518519,54,4.25,4.25,yes,USA,"When I was younger, I would go  school and enjoy with friends.","It's raining tomorrow, so I take one day leave.",1015,{},3D06DR5225JI0ZB66QPCH4FNC9JMAU,Rejected,3Y9N9SS8LYBHY441AKG00Q99I9PD31,7,1,0,
A2N2GFB33ZMYGF,0,54,1,6.5,yes,USA,"When I was younger, I would go to school and play on the swings.","It's raining tomorrow, so I will stay inside my house.",1575,{},375VSR8FVW9AYNW6NQ1SKW06RGOZRT,Approved,3IQ1VMJRYTK5FZQ57JQ8124PXY2A9D,7,1,5.5,TRUE
A2W121DQXNQK1,0,54,1,6.5,yes,USA,"When I was younger, I would go to school and learn different topics such as science and history by my teachers.","It's raining tomorrow, so I'll bring an umbrella, rain boots, and a waterproof jacket so I don't get wet.",698,{},3J94SKDEKIPIQZTCY1ZSQ3C7BHQ5DP,Approved,39OWYR0EPKRFCRFLQB4GEK873QYFYO,6,6,5.5,
A65FDBSWHLIVX,0.018518519,54,3.625,3.875,yes,USA,"When I was younger, I would go to school and I'm studying well","It's raining tomorrow, so very happy",986,The survey is very good,3IZPORCT1F9O72WCH4VLKPW1VR8HRO,Rejected,340UGXU9DY1NRFH6GPCVTL5GVTCVUP,7,1,0.25,
A67Z8IR5X029C,0.018518519,54,6.375,6.25,yes,USA,"When I was younger, I would go to school and play","It's raining tomorrow, so happy",974,very good survey,391JB9X4ZY8OCCKSIH21BIIJHLDKM7,Rejected,3ON104KXQKW1P6NWRTQ92JQ03PR4WM,7,4,-0.125,
A34U4186EW0B9X,0,54,1.125,6.625,yes,USA,"When I was younger, I would go to school and study my lessons carefully.","It's raining tomorrow, so I will stay inside.",627,{},385MDVINFCFP648O4Y8CJ1KX0YRJWY,Approved,3OHYZ19UGC58MMUB989QYSZESXOAOR,7,2,5.5,TRUE
A39C1BN9ZSQ0R2,0,54,1.125,6.625,yes,USA,"When I was younger, I would go to school and go to classes and hang out with my friends.","It's raining tomorrow, so I'll probably just find stuff to do around the house.",1265,Well done.,3D06DR5225JI0ZB66QPCH4FNC9JMAU,Approved,3G5F9DBFOPXIMTBMGQ5WA6GQ1OEHVK,7,1,5.5,TRUE
A48WNR6C4CI3J,0,54,1,6.5,yes,USA,"When I was younger, I would go to school and learn about fractions and long division.","It's raining tomorrow, so I won't be going to the shops after all.",264,{},3OKP4QVBP2XI8PFKVNRH4ZVQGN7AGA,Approved,3S06PH7KSR4LO1QMNG2HCXUCKPBD19,7,1,5.5,TRUE
AAQREZOK13OV7,0,54,1.125,6.625,yes,USA,"When I was younger, I would go to school and meet my friends at their locker","It's raining tomorrow, so bring an umbrella with you",2591,{},38XPGNCKHT0MOXPYBHGCRXC0BSZ4VI,Approved,386CSBG1OZMAKWVOY8KI7SSSBFFQ6O,6,1,5.5,TRUE
A6XAX4NBQK8W2,0.018518519,54,6.375,6.5,yes,USA,"When I was younger, I would go to school and i would study well.","It's raining tomorrow, so i could not go to school.",1537,{},3XDSWAMB22SXET6WIXSK48PGMD1CQ9,Rejected,3AWETUDC92SZR8RGN5CKVOU1P9VZIL,7,1,0.125,
AFIK3VBMMX6G6,0,54,1.1,6.6,yes,USA,"When I was younger, I would go to school and get through my classes","It's raining tomorrow, so I'll stay inside",1103,{},3BJKPTD2QCCECBN7HYCAY8ZP6L3RT8,Approved,3PZDLQMM0TLI8U246O7KXAMZRVD2CF,7,1,5.5,TRUE
AKJ22H1NTVIQX,0.611111111,54,1,6.5,yes,USA,"When I was younger, I would go to school and","It's raining tomorrow, so",1375,{},3K2CEDRACB1NFVAFCQGTC95F0Y4MTF,Rejected,36AHBNMV1RCIE71PZ59QQK5MRAJYDR,7,1,5.5,
A19WXS1CLVLEEX,0,54,1.4,7,yes,USA,"When I was younger, I would go to school and learn reading and math.","It's raining tomorrow, so I will take an umbrella.",550,{},37YYO3NWHDQTKSWDDFRPK30ZIR7CCX,Approved,31QNSG6A5RTNIS9XVO8ARF7OCZD87O,7,1,5.6,TRUE
A7L0R538M5DXG,0,54,5.5,5.5,yes,USA,"When I was younger, I would go to school and learn about the socialize and listen to someone who is other than parents.","It's raining tomorrow, so i can't able to play tennis",2161,Good and Nice,3SV8KD29L4SOBJJBX6SVJKESWPVKZO,Rejected,3X65QVEQI0NO9GOCGUPPC6L8XY3CLJ,7,1,0,
A7LML9IOO802O,0,54,4.25,3.375,yes,USA,"When I was younger, I would go to school and joined sports club","It's raining tomorrow, so take a leave",2113,good,3LCXHSGDLT6OO75N6SNKPW4KPDZEST,Rejected,3TXMY6UCAEOZ0D4P8ZXLTSK274PQCL,7,1,-0.875,
A1OQIXAU1SEJ4P,0,54,1,6.6,yes,USA,"When I was younger, I would go to school and play on the playground.","It's raining tomorrow, so I have to take an umbrella.",411,{},3N5YJ55YXG3OIHW6IR4CUJ4NHZTANI,Approved,3IFS6Q0HJIJ2QW52SDICZVXY2UVSI9,7,2,5.6,TRUE
A1P6OXEJ86HQRM,0,54,1,6.6,yes,USA,"When I was younger, I would go to school and pay attention in class.","It's raining tomorrow, so I will not be going to the baseball game.",1526,{},3CVBMEMMXBGEPJCX8QXFF851UFE7HF,Approved,3NS0A6KXC48LVHLLXHCHACHLAW3ZGT,7,1,5.6,TRUE
A326O3VWP8TO8N,0,54,1,6.6,yes,USA,"When I was younger, I would go to school and study in my classes.","It's raining tomorrow, so I brought an umbrella just in case.",590,{},367O8HRHKG86W58UHMB7GASTCO5S41,Approved,39OWYR0EPKRFCRFLQB4GEK873NZYF2,7,1,5.6,TRUE
AIICJA0A5J8NF,0,54,1,6.6,yes,USA,"When I was younger, I would go to school and try to learn everything I could.","It's raining tomorrow, so I will be staying inside to read.",783,{},3J6BHNX0U9SUUU5SUIH1OX7JMBNKN7,Approved,39DD6S19JPBNB3PURMMTA9W9XGOZEC,5,1,5.6,
AM4F6TEUBUF9M,0,54,1.4,7,yes,USA,"When I was younger, I would go to school and learn about many subjects.","It's raining tomorrow, so I need to remember to bring my umbrella.",319,{},3UUSLRKAUL3XD37VMUEPONQ32NLD7C,Approved,31EUONYN2V3SEAX9K30MUFDRDANVOH,7,1,5.6,TRUE
A171S8E9IFSHH2,0,54,1.375,7,yes,USA,"When I was younger, I would go to school and become a speech therapist.","It's raining tomorrow, so  I am going to stay in.",200,{},3O71U79SRBPM0VX0NQB3249TYFQMSQ,Approved,32Z9ZLUT1LKNW92PFEJIFEMI5VDOHL,7,1,5.625,TRUE
A1BUNT3VJFLXD0,0,54,1.375,7,yes,USA,"When I was younger, I would go to school and talk to my friends.","It's raining tomorrow, so I will wear a raincoat.",1282,{},3XQ4XW3OD9CWTRT7D8SJNVVVSA9S25,Approved,33C7UALJVLY976UV68R1Q5GB9YE81Y,7,1,5.625,TRUE
A9T9D6JMWCOTW,0,54,3.875,4.375,yes,USA,"When I was younger, I would go to school and joined music class","It's raining tomorrow, so I will tale leave",1107,Red Forest,39HYCOOPKOLGY6EIQ0GE75NTXCGDMN,Rejected,3LYA37P8IQNUF5EOHUHTMM2BQDYKBH,7,1,0.5,
A1BZJB9U46PE2L,0,54,1,6.625,no,OTHER,"When I was younger, I would go to school and learn a lot of different subjects.","It's raining tomorrow, so I going to take the umbrella when I go to the store.",1391,Red Forest,367O8HRHKG86W58UHMB7GASTCO54SD,Approved,38BQUHLA9W09ON306BZV7JUEMHCMOS,7,1,5.625,
AAH6HJWRC4JD2,0,54,5.6,5.9,yes,USA,"When I was younger, I would go to school and stady well","It's raining tomorrow, so our school were leave",2529,good,3XUSYT70IT1JVS7B1VTG98GGU9FD0C,Rejected,39LNWE0K4UWI59X6HIDCEWFMNRGUIR,7,1,0.3,
A1C5T9VNTCXU44,0,54,1.25,6.875,yes,UK,"When I was younger, I would go to school and study really hard.","It's raining tomorrow, so it'll be wet.",2149,{},3087LXLJ6MGGTCL7S1O6X8J16MVF0P,Approved,3I0BTBYZAXLOFN0VNTLVBDL3XLB0Y1,7,1,5.625,
A1DMXEJGJY02E1,0,54,1.375,7,yes,USA,"When I was younger, I would go to school and listen to my teachers.","It's raining tomorrow, so I will not go outside.",506,{},3PUV2Q8SV44KFFALZBQ5TPCZLDCDBY,Approved,3TVRFO09GKFCCEZ77QLCQJ6IYDRXL0,7,1,5.625,TRUE
A1FVXS8IM5QYO8,0,54,1.125,6.75,yes,UK,"When I was younger, I would go to school and study mathematics, english, and history.","It's raining tomorrow, so I will stay indoors and read a book.",2242,Really interesting survey,3FCO4VKOZ4D259LVIPP9U58O2ZM7EZ,Approved,3V5Q80FXIXRUVU6LDVWJ47I5LI023H,7,1,5.625,
AC75J5UN6DOKB,0,54,4.875,5.375,yes,USA,"When I was younger, I would go to school and friends","It's raining tomorrow, so i will stay at home",884,good work for his survey,3VLL1PIENQO71A4QVYKOQ1V1GT4ZOK,Rejected,3WSELTNVR32OZEZJ5PVPS251R83TA0,7,1,0.5,
A1VRG5HKZC0H0C,0,54,1.25,6.875,yes,USA,"When I was younger, I would go to school and head straight to my locker.","It's raining tomorrow, so I will plan to stay inside.",1681,N/A,3EQPA8A374WT0ZDTFLSJI5EFH0VJZO,Approved,3S4AW7T80BILECBXNFJ7T89K5IN4LT,7,1,5.625,TRUE
ACBPSLPGDTGEZ,0.037037037,54,6.25,6.125,,,"When I was younger, I would go to school home","It's raining tomorrow, so I get umbrella",548,good,324N5FAHSXB72ZE1W93SYE1W8EPKVO,Rejected,3OUYGIZWR7YU698UW6PCYMSRTG80P7,7,1,-0.125,
A207IHY6GERCFO,0,54,1.375,7,yes,USA,"When I was younger, I would go to school and sit in a classroom.","It's raining tomorrow, so I will stay home.",2719,n,3SR6AEG6W5TX438YVZNFSLPYYENHYQ,Approved,3IUZPWIU1O7M38CZCLDP90FW0BGKWR,7,2,5.625,TRUE
A27W025UEXS1G0,0,54,1.125,6.75,yes,USA,"When I was younger, I would go to school and stare at the clock all day.","It's raining tomorrow, so I better bring a raincoat.",1319,I would've liked to see some examples of the correct answer.,3LOJFQ4BOXFL8IEF5O3YSSVP87LDKI,Approved,3LEP4MGT3G0M1Z8EPDV6I97L612BDQ,4,1,5.625,
ACKG8OU1KHKO2,0,54,5.5,6.25,yes,USA,"When I was younger, I would go to school and focus on my schoolwork.","It's raining tomorrow, so I am staying home.",1295,{},3XWUWJ18TLQLSGUDLXXP8F8BWYEUU6,Rejected,31UV0MXWNQC1KU7RGH546KN6OAO5IL,7,2,0.75,
A2HJDLSU95MH8Q,0,54,1,6.625,yes,USA,"When I was younger, I would go to school and talk with my friends","It's raining tomorrow, so I will stay in and read",506,"enjoyable, this is the first survey like this I have gotten. I tried hard and hope I did well!",3SZYX62S5G029QS27OW6QB2BP6N75Y,Approved,3W92K5RLWUH660RRFO4NL9D0WFIV5C,7,1,5.625,TRUE
A2PXJTMWGUE5DC,0,54,1,6.625,,USA,"When I was younger, I would go to school and would take my lunch.","It's raining tomorrow, so I can't go out to play.",769,Thank you!,3EPG8DX9LKQRFWW23AQNQXTWP0TP5N,Approved,378XPAWRUCDYQ0J8BDWLEV3SGRSAI5,7,1,5.625,
A2ZDEERVRN5AMC,0,108,1.1875,6.8125,yes,USA,"When I was younger, I would go to school and enjoy attending art class.","It's raining tomorrow, so we're likely going to have to cancel our plans.",902,"thanks, tedlab! â˜º",3OND0WXMHWFZYYR7VYBLLIXIG2IEH8,Approved,3JJVG1YBEBXRXMTLA7DNKXJTTK45BC,7,1,5.625,TRUE
A2ZDEERVRN5AMC,0,108,1.1875,6.8125,yes,USA,"When I was younger, I would go to school and enjoy learning new subjects.","It's raining tomorrow, so we'll probably have to cancel our plans.",1647,I appreciate it â˜º,3W0XM68YZPVRGNY3PVJ3RQUGJAIK1Z,Approved,39ASUFLU6X7Y68PFQ4Y8DOGYPJWEX6,4,1,5.625,
A37S96RT1P1IT2,0,54,1,6.625,yes,USA,"When I was younger, I would go to school and study math, reading, and science.","It's raining tomorrow, so I will take my umbrella.",703,No comment.,37J05LC5AXJQXY8XN33MRDVCTILDJJ,Approved,3HMIGG0U4L66XC5YIXYA4SRLGJMY8L,7,1,5.625,TRUE
ADQT97A98U8UT,0,108,5.333333333,5.5,yes,USA,"When I was younger, I would go to school and college for the study","It's raining tomorrow, so the scholl is holiday",758,{},34XASH8KLQMPN3H8V9797Z4IBVJMPA,Rejected,3WYGZ5XF3WFTWRVQSG3OCBCBU1JSKP,7,1,0.166666667,
ADQT97A98U8UT,0,108,5.333333333,5.5,yes,USA,"When I was younger, I would go to school and tution for study","It's raining tomorrow, so the school is holiday",582,it is nice,30Y6N4AHYPW7VMRAV8CVT4H33ZFDRB,Rejected,3ITXP059PWJYL7P8AV3CBWCYFCJSJQ,7,1,0.166666667,
A3R5OJR60C6004,0,54,1.125,6.75,yes,USA,"When I was younger, I would go to school and attempt to finish my homework from the previous night.","It's raining tomorrow, so I will make plans to work indoors.",788,well organized and presented,378G7J1SJLYHVOMWQXXLML75VJ2EW1,Approved,3MTMREQS4VIGRV3D0U00FMC0VEMAWW,7,1,5.625,TRUE
ADZDFHPZZ5VFL,0.018518519,54,6,5.625,,USA,"When I was younger, I would go to school and outing with parents.","It's raining tomorrow, so so will be happy.",1954,Such good survey.,3LCXHSGDLT6OO75N6SNKPW4KPDZEST,Rejected,39L1G8WVWQRN69OPURW5ZO80TCM13Z,7,1,-0.375,
A3RVHUY67SVXQV,0,54,1.125,6.75,yes,USA,"When I was younger, I would go to school and meet up with my friends.","It's raining tomorrow, so be sure to dress appropriately.",1565,{},3BDORL6HKKDXQULWVCHK9YZLIZ3CRA,Approved,3OB0CAO74HPZQN6RL1SGH5KKJ2CYH0,7,1,5.625,TRUE
A3W2RRAUPHYRIO,0,54,1,6.625,yes,USA,"When I was younger, I would go to school and learn math and science.","It's raining tomorrow, so I will stay inside.",529,{},3B9J25CZ25D9R9L9A1HPZ84H41MSCE,Approved,3VNL7UK1XFJJV5GRG5HH63GSOLIFTV,7,1,5.625,TRUE
AFN5VMMGYPF1I,0,54,1,6.625,yes,USA,"When I was younger, I would go to school and study hard to get good grades","It's raining tomorrow, so I think I will stay inside and sleep",597,I enjoyed this task,3SX4X51T809602WIJ64P984S79YAOX,Approved,3VZLGYJEYLAWH3GBMRCLYYHGDMZXZJ,7,1,5.625,TRUE
A2MS1GQLGAX9FZ,0,108,1.111111111,6.777777778,yes,USA,"When I was younger, I would go to school and learn and play","It's raining tomorrow, so I will take an umbrella outside",891,{},3QREJ3J433X46U27I51MB53UHGNKL5,Approved,3P4MQ7TPPXCTM2AUBH40NJJL3GSBBL,7,1,5.666666667,TRUE
A2MS1GQLGAX9FZ,0,108,1.111111111,6.777777778,yes,USA,"When I was younger, I would go to school and learn to read","It's raining tomorrow, so I will take an umbrella",2150,{},3BAWBGQGYLZJ7K7HDFEJU9WA2UP7V5,Approved,3EKVH9QMEY4SDM8I6K2VHG4HCYSD2Z,3,1,5.666666667,
A320QA9HJFUOZO,0,54,1.1,6.8,yes,USA,"When I was younger, I would go to school and sit at my desk.","It's raining tomorrow, so I will bring an umbrella.",2502,thanks,3ZUE82NE0A1YB1QAN51LQNPJPK7F8C,Approved,3FE2ERCCZX8F9Q0DYRRNONO9RJNPOL,7,1,5.7,TRUE
A3CD3C99T8S6ON,0,54,1.1,6.8,yes,USA,"When I was younger, I would go to school and take classes in reading, writing, and mathematics.","It's raining tomorrow, so I will probably stay home.",487,no comments,3J94SKDEKIPIQZTCY1ZSQ3C7BHQD5X,Approved,3018Q3ZVOIQBJZMR10QUSN4J3K8RAH,7,NA,5.7,
A2MCG5W6LHSRG9,0,54,1.3,7,yes,USA,"When I was younger, I would go to school and learn to read and write.","It's raining tomorrow, so I'll need to remember to bring an umbrella.",1193,{},391FPZIE4CMGNUOTLYQQP0JL2QCHUS,Approved,3JRJSWSMQHLMQAI16FRK68RUILQ3EK,7,1,5.7,TRUE
A3NXT3OVGL7QNR,0,54,1.2,6.9,yes,USA,"When I was younger, I would go to school and fall asleep at my desk.","It's raining tomorrow, so I think it's safe to assume we won't be going fishing.",1835,None. Thank you.,3WRAAIUSBJZTUBAAKXRLSLVLJD3AX2,Approved,3DHE4R9OCWBVP6I98A33N17EPQ4G28,7,NA,5.7,
AJZEXCH1TSUE1,0,54,1,6.7,yes,USA,"When I was younger, I would go to school and hang out with my friends.","It's raining tomorrow, so I should bring an umbrella.",1586,{},3P7RGTLO6EDNABB3LECW2RNJN4OKAN,Approved,32N49TQG3GI3C638AKV4TKTMOQKVAD,7,1,5.7,TRUE
A14SEFVPXYZ9TN,0,54,1.25,7,yes,USA,"When I was younger, I would go to school and attend all of my classes.","It's raining tomorrow, so I will bring an umbrella with me when I leave the house.",265,{},3H781YYV6TIP37I2VSSAZ106RWDETI,Approved,34BBWHLWHABVXDMBCISDWK0J87SIWF,6,1,5.75,TRUE
AH7VF786B5UG4,0.037037037,54,5.428571429,5.428571429,yes,USA,"When I was younger, I would go to school and study well","It's raining tomorrow, so don't go outside",653,great analysis,39RRBHZ0AU12RUDNWA62LTP9CM1ZVM,Rejected,3BXQMRHWKZY41SNX2XB46PM3400MUZ,7,1,0,
