WorkerId,HITId,na.pct,n,implausible,plausible,Answer.English,Answer.country,Answer.proficiency1,Answer.proficiency2,WorkTimeInSeconds,Answer.answer,AssignmentStatus,AssignmentId,filler.left,filler.right,diff,profcheck,good_data
A2W5MSZP0O4Y2P,3DFYDSXB2W0CE0JJ9YTB1DZ0FIGJUZ,0,54,1,6.25,yes,USA,"When I was younger, I would go to school and listen to the teacher.","It's raining tomorrow, so I will stay inside.",1392,{},Approved,32N49TQG3GI3C638AKV4TKTMOQLAVT,7,1,5.25,yes,yes
A2WJMGV0HKQG3Z,3B9J25CZ25D9R9L9A1HPZ84H41MCSY,0,54,1.375,6.25,yes,USA,"When I was younger, I would go to school and love to learn new things","It's raining tomorrow, so we can't go play golf",1307,{},Approved,3VA45EW49NNCSYHBDPGXNR6BO3IO1H,7,1,4.875,yes,yes
A2WVCXVSE0YGML,36FQTHX3Z3RMXN8O6MKTGGQNU0NB3Y,0,54,1.6,7,yes,USA,"When I was younger, I would go to school and put forth as little effort as possible to pass.","It's raining tomorrow, so I should pack an umbrella to keep myself dry.",1605,"That was an interesting exercise, good luck with your research!",Approved,3MAOD8E57QA20E2SJ31R3BA738RXN2,7,1,5.4,yes,yes
A2WWYVKGZZXBOB,32L724R85LK3RKRHAU9HF6X1UMZPIX,0,54,1,6.25,yes,USA,"When I was younger, I would go to school and study to get good grades.","It's raining tomorrow, so I will carry an umbrella with me.",2142,{},Approved,3HPZF4IVNMT89FVBZ9EF6EN46A7YCR,7,1,5.25,yes,yes
A2Y7RA3JIQXV6M,31KSVEGZ34S64SR1C3HLLS6OAFLRWY,0,54,1,5.375,yes,USA,"When I was younger, I would go to school and have some spicy foods.","It's raining tomorrow, so come back soon.",1133,{},Approved,37QW5D2ZRGM91QTPJR6LM63KZYRS82,7,1,4.375,yes,yes
A2Y87M8V0N1M6P,306996CF6WKQNKU9JI6ASNBQWG9B16,0,54,1.4,5.5,yes,USA,"When I was younger, I would go to school and ask the teacher a lot of quesitons.","It's raining tomorrow, so I need to buy an umbrella.",3569,{},Approved,3AQF3RZ558IDT75FKS9OVTOE4DAF6N,7,1,4.1,yes,yes
A2YCMT5BPA0AG9,3GVPRXWRPHUELENHE8F0FK6GUSTI7J,0,54,1,5.875,yes,USA,"When I was younger, I would go to school and study math, science and history.","It's raining tomorrow, so I will be sure and take my raincoat with me.",1030,Some of these were quite ambiguous,Approved,3TS1AR6UQQEWX7JK32EG17OAZRUF7S,7,1,4.875,yes,yes
A2YGOORS5N9RW8,3538U0YQ1FUCA4K4BO6PZ6H89YFF3K,0,54,1,7,yes,USA,"When I was younger, I would go to school and eat lunch in the cafeteria.","It's raining tomorrow, so i won't be going to the beach.",2277,{},Approved,3LS2AMNW5FQ0921SY46COSEJWF9QOD,7,6,6,yes,no
A2YHF0DPCO832L,3VLL1PIENQO71A4QVYKOQ1V1GT4ZOK,0,54,1,6.25,yes,USA,"When I was younger, I would go to school and learn new information.","It's raining tomorrow, so I need to find my umbrella.",1078,{},Approved,3SB5N7Y3O34OTWFVTNZP4DEZSSP0GD,7,6,5.25,NA,no
A2YHOJLEZR8663,363A7XIFV4M1QM5FKIQ340Y032VAVZ,0,54,1,5.3,yes,USA,"When I was younger, I would go to school and meet up with my friends before class and go over our homework.","It's raining tomorrow, so I will have to put off my plans to clean up my yard.",1641,{},Approved,3WETL7AQWT8MURP8VEYH2ELH5SR53L,7,1,4.3,yes,yes
A2YIB84VKYNKWD,3HEM8MA6H9CG8IF0N2EQO8ONLWGPQ0,0,54,1.9,6.9,yes,USA,"When I was younger, I would go to school and learn many things.","It's raining tomorrow, so I won't go hiking.",559,{},Approved,35BLDD71I6X4DEBGMCB3ADKVXBRZVI,7,1,5,yes,yes
A2YOLW621EFX4V,3TKXBROM5TA759OJFH4XIABPLNTJIR,0.037037037,54,4.75,4.714285714,yes,USA,"When I was younger, I would go to school and collages to compelate","It's raining tomorrow, so i am not going to my office",2317,good,Approved,31LM9EDVOLS15UX32ZMQC22SSDGJNA,7,1,-0.035714286,NA,no
A2YTO4EY3MNYAJ,3IVKZBIBJ0908HWPWTVQAZ1XHTRHSC,0,54,1,6.9,yes,USA,"When I was younger, I would go to school and behave in my classes and then hang out with friends","It's raining tomorrow, so I will stay home and watch a good horror movie.",713,study ran smoothly,Approved,3CTOC39K37QC295GMS51G5G2SV87JE,7,1,5.9,yes,yes
A2YVC1U50H2B4R,30EV7DWJTVVH7EOHZGWBVU08P076YE,0,54,1,7,yes,USA,"When I was younger, I would go to school and learn many things.","It's raining tomorrow, so I should pack an umbrella.",275,{},Approved,3AQF3RZ558IDT75FKS9OVTOE4D96FD,7,1,6,yes,yes
A2ZDEERVRN5AMC,3OND0WXMHWFZYYR7VYBLLIXIG2IEH8,0,108,1.1875,6.8125,yes,USA,"When I was younger, I would go to school and enjoy attending art class.","It's raining tomorrow, so we're likely going to have to cancel our plans.",902,"thanks, tedlab! â˜º",Approved,3JJVG1YBEBXRXMTLA7DNKXJTTK45BC,7,1,5.625,yes,yes
A2ZDEERVRN5AMC,3W0XM68YZPVRGNY3PVJ3RQUGJAIK1Z,0,108,1.1875,6.8125,yes,USA,"When I was younger, I would go to school and enjoy learning new subjects.","It's raining tomorrow, so we'll probably have to cancel our plans.",1647,I appreciate it â˜º,Approved,39ASUFLU6X7Y68PFQ4Y8DOGYPJWEX6,7,1,5.625,yes,yes
A2ZGAH6NOSU2PO,3L84EBDQ372TMOKPX5PLW5QFSGIKK2,0,54,1,7,yes,USA,"When I was younger, I would go to school and get my education.","It's raining tomorrow, so I will not go fishing.",1400,No comments,Approved,3W92K5RLWUH660RRFO4NL9D0WCK5VI,7,1,6,yes,yes
A2ZHBK2MDL2L51,34OWYT6U3WHIZXBAT5DKTGXMPIHI9V,0.009259259,108,3.555555556,4.235294118,yes,USA,"When I was younger, I would go to school and play my friend","It's raining tomorrow, so I am leave",275,no comments,Rejected,3URFVVM165I40ZMGHM1YERICJ4IZUT,7,1,0.679738562,,no
A2ZHBK2MDL2L51,3YLTXLH3DF63VPGX4CRWFUWMU9KHPW,0.009259259,108,3.555555556,4.235294118,yes,USA,"When I was younger, I would go to school and study my subjects.","It's raining tomorrow, so I will take the umbrella and go outside.",944,It is interesting,Approved,3DZQRBDBSLFN0TNJ7ABPVPV9JF2S3J,7,1,0.679738562,NA,no
A2ZJS73XSSMRTD,34F34TZU7WZ3UOAHQEJ5VU48WRW2JZ,0,54,1.125,5.5,yes,USA,"When I was younger, I would go to school and learn different subjects daily.","It's raining tomorrow, so I will likely stay inside.",589,{},Approved,3FE7TXL1LINM2VCNB68FHFBGVADQ27,7,1,4.375,yes,yes
A2ZL5GAZK6S0H1,3VW0145YLYCT1SEA0W2PA3I62WDJM7,0,54,1,6,yes,USA,"When I was younger, I would go to school and attend my favorite classes","It's raining tomorrow, so i will stay at home and watch television",627,{},Approved,36U2A8VAG1ZQSD7ZRMVDUX0CBJGKYQ,7,1,5,yes,yes
A2ZLIHPKKU69QZ,3YKP7CX6G2F4Y69B8YNJTX23Z297BZ,0,54,3.5,4.625,yes,USA,"When I was younger, I would go to school and collage","It's raining tomorrow, so i can't come to school",3333,no comments,Rejected,304SM51WA34S3ORWM3QVD8TL74BSB0,7,1,1.125,yes,yes
A30HUZHJBOX1LK,3YD0MU1NC21ZFW4J2KNNYMIXHKO7A4,0,54,1.125,7,yes,USA,"When I was younger, I would go to school and then have band practice afterwards.","It's raining tomorrow, so I will be sure to carry an umbrella.",864,{},Rejected,3PWWM24LHSYGWRCRPCRFVOQG14S82F,7,1,5.875,yes,yes
A30NGIKN7761QK,3FDWKV9VCN22F8P4CV63H5RHJCBMU6,0,54,2,6.2,yes,USA,"When I was younger, I would go to school and work very hard to become a doctor in future","It's raining tomorrow, so you better pack up some warm clothes",956,Engaging study,Approved,3HMIGG0U4L66XC5YIXYA4SRLGJP8YY,7,1,4.2,yes,yes
A30NHACXAOBWFH,3JVP4ZJHDPS033NXT9UR05WTMENI0J,0,54,1.1,6.3,yes,USA,"When I was younger, I would go to school and listen to my teachers attentively in class.","It's raining tomorrow, so we'd stay back and do our chores at home.",1956,Great Research!,Approved,3TPZPLC3M0CQN17RFT7V0KQYWVR3PA,7,1,5.2,yes,yes
A310N8EXJNXVCA,3SV8KD29L4SOBJJBX6SVJKESWPVKZO,0,54,1.75,5.75,,,"When I was younger, I would go to school and learn various subjects.","It's raining tomorrow, so I'll probably stay home.",2685,{},Rejected,3A7Y0R2P2OO6HOB7459ZA4TQUOMXJY,7,1,4,,no
A31BIJVDYW40U2,35O6H0UNLSGVTLT48XL3T17KG1N5J3,0.055555556,54,7,6,yes,USA,"When I was younger, I would go to school and 12","It's raining tomorrow, so it free",1661,this survey very nice,Rejected,3TAYZSBPLL8YFBR03AXKCFQHDYZ2S9,7,1,-1,,no
A31BLRUOYR3C1H,3TY2U1TEB7A30K8PXZPXUBQPY2IJJ3,0.018518519,54,3.75,4.25,yes,USA,"When I was younger, I would go to school and music class","It's raining tomorrow, so i unable to go to school",2919,none,Approved,3H8DHMCCW9BNU2C8VQ8ZHCQBTYEKDS,7,1,0.5,NA,no
A31JM0OGO39IRZ,3MNJFORX8B4FOJ78P7UIE3FSNU6F5A,0,54,1,3.5,yes,USA,"When I was younger, I would go to school and learn to write the alphabet on the chalkboard.","It's raining tomorrow, so I will stay at home instead of driving to town.",377,{},Approved,3IAEQB9FMEKEP26PK4R25NK6G5JDWD,7,1,2.5,yes,yes
A326O3VWP8TO8N,367O8HRHKG86W58UHMB7GASTCO5S41,0,54,1,6.6,yes,USA,"When I was younger, I would go to school and study in my classes.","It's raining tomorrow, so I brought an umbrella just in case.",590,{},Approved,39OWYR0EPKRFCRFLQB4GEK873NZYF2,4,1,5.6,yes,no
A32JEH06T23HDF,31MBOZ6PAORMNWQJQSKONMQMC7ECLK,0,54,2.375,6.625,yes,USA,"When I was younger, I would go to school and learn how to read and write","It's raining tomorrow, so we will stay inside",629,{},Approved,3V0Z7YWSIY0E7384X52PN2AOC5RV2B,4,1,4.25,NA,no
A32QFJTK9LJXLR,32LAQ1JNT9P6S3FOLS7F3JM9DK7UTF,0,54,1.125,7,yes,USA,"When I was younger, I would go to school and play blackjack at recess.","It's raining tomorrow, so I am going to stay home and eat ice cream.",1092,Love these!,Approved,37UQDCYH6XVLT45A3HJKJTRWNIEV7M,7,1,5.875,yes,yes
A3388HIWAKD3DV,368IUKXGA58NY0WG8T0SI37WLV4P63,0,54,2.625,6.875,yes,USA,"When I was younger, I would go to school and learn a lot of interesting topics.","It's raining tomorrow, so bring your umbrellas.",638,"None, thank you!",Rejected,34BBWHLWHABVXDMBCISDWK0J87UIWH,7,1,4.25,yes,yes
A33BYDSAFW6PK,39N6W9XWRDNJ47DNBT5X7LDXJEAGYQ,0,54,3.875,4.375,yes,USA,"When I was younger, I would go to school and Can Kids Go to School During the Coronavirus (COVID-19) Pandemic?","It's raining tomorrow, so someone told me that was wrong",541,WELL,Rejected,3MMN5BL1WZ4K2YAENDF3JGW3RNH3M9,7,1,0.5,,no
A33NG3ZGW5DNQY,3DGDV62G7O9ZGZDFLROPSQQK5Q2P2M,0,54,1,5.625,yes,USA,"When I was younger, I would go to school and then wish I was at home hanging out with my family.","It's raining tomorrow, so I'm going to stay inside and watch scary movies.",470,Very fun :),Approved,31IBVUNM9SZY8XKGL0HW7L4DL9WVFV,7,1,4.625,yes,yes
A33RBG4AB7LIPJ,3IYI9285WS0GS62JN78B77DU8I9CJI,0,54,2.5,6.5,yes,USA,"When I was younger, I would go to school and study very hard","It's raining tomorrow, so I need to bring an umbrella",1285,{},Approved,3ATTHHXXWAOAMDR1MNOZY3EQH9XXIM,7,1,4,yes,yes
A33T45FNLQC14X,3PN6H8C9R4QFW55TTXQ9YEST3VRDA3,0,54,2.4,3.8,yes,USA,"When I was younger, I would go to school and reading the book","It's raining tomorrow, so today prepared",1526,This is most attractive survey. this is most good.,Rejected,3QXNC7EIPIV9EMSNFHTFCWSCOCQ09C,7,1,1.4,no,no
A33Z6BHAJUGCHY,3UEDKCTP9VQ5R9D5EB0CS0LTMWIK7W,0.018518519,54,1.125,7,yes,USA,"When I was younger, I would go to school and learn about US history.","It's raining tomorrow, so I should wear a jacket.",904,{},Rejected,3GNA64GUZE4E1SVATPADFMESFK4Q58,7,1,5.875,yes,yes
A344LLSZXN3WL6,3H6W48L9F4PLSFBMZBDWGX699XXPW4,0,54,3.125,6.875,yes,USA,"When I was younger, I would go to school and run out in the yard.","It's raining tomorrow, so I will wear a coat.",574,{},Approved,30JNVC0OR9KQHLF5URBM4JHIKWUQHU,NA,1,3.75,NA,no
A34U4186EW0B9X,385MDVINFCFP648O4Y8CJ1KX0YRJWY,0,54,1.125,6.625,yes,USA,"When I was younger, I would go to school and study my lessons carefully.","It's raining tomorrow, so I will stay inside.",627,{},Approved,3OHYZ19UGC58MMUB989QYSZESXOAOR,7,1,5.5,yes,yes
A34XS2K3Q0PG4,3909MD9T2ZHFK20108NLIXL50N5EFA,0,54,1,6.125,,,"When I was younger, I would go to school and study my favorite subject - history","It's raining tomorrow, so I will take my umbrella",2135,Very involved in this survey! Thanks,Approved,3TE3O857308MEWRNOLXFM5LLRZER2E,7,1,5.125,NA,no
A351P2O6QGTCS,3MD8CKRQZZNKY8R254Y6W2CG8JCJRV,0,54,2.5,4.375,yes,USA,"When I was younger, I would go to school and do homework at lunch.","It's raining tomorrow, so I will just stay inside",809,{},Rejected,3WEV0KO0OMSLILPG0ZH18YHLAPNSD7,7,1,1.875,yes,yes
A353XKDTUX10NC,39I4RL8QGJHH6WUE6SZ8CWLR3DOH45,0,54,2,7,yes,USA,"When I was younger, I would go to school and hide in the bathroom all day until school was over.","It's raining tomorrow, so I will stay home and not work today.",1340,Have a nice day.,Approved,3JMSRU9HQIU62JKKQPXQP3JD95IVE8,7,1,5,yes,yes
A35DEXUQBSKQWF,3Z33IC0JC0MNL3VASCC385NGXKD9VJ,0,54,3.25,3.125,yes,USA,"When I was younger, I would go to school and game park and church.","It's raining tomorrow, so come with raincoat.",1716,great survey.,Rejected,33FBRBDW6OZTU94TM5GL71Z2DV58CO,7,1,-0.125,,no
A35LWWZHYTBJES,367O8HRHKG86W58UHMB7GASTCO54SD,0,108,7,6.9375,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so i cannot go to school",1041,good,Rejected,3Z4AIRP3C6DZM7V3EG3T64X407N1XZ,7,1,-0.0625,,no
A35LWWZHYTBJES,3V7ICJJAZAG7FJRS60PCQLIT80JB4J,0,108,7,6.9375,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so i cannot go to school",558,good,Rejected,3M68NM076H7AWXAOBN9ICI2X71K6R8,7,1,-0.0625,,no
A35TUIBF05DKM4,3KLL7H3EGD1G09DTQO0VLML4GXLHVH,0,54,1.75,6.875,yes,USA,"When I was younger, I would go to school and learn about different topics.","It's raining tomorrow, so I'll be staying home.",1138,Code is Red Forest.,Approved,30LB5CDZNCAOKDA0JFNEPKU53IDZ0V,7,1,5.125,yes,yes
A35YYWMXO0MP9B,37PGLWGSJT62GTU1X249JPB20CTKIR,0,54,4,4,yes,USA,"When I was younger, I would go to school and enjoy the days with my friends","It's raining tomorrow, so i won't go out and enjoy the rainy day",1572,{},Rejected,3NPI0JQDAO5VMI5LU8DMIXUWQU4TPH,7,1,0,NA,no
A35ZMCD96J7HQO,39KV3A5D1873FSQDJK9EJMC33QVS7L,0,54,5,4.125,yes,USA,"When I was younger, I would go to school and park","It's raining tomorrow, so come with umbrella",1031,this study is very nice,Approved,35K3O9HUABDH6MYUQASM7HGRLEYFEE,7,1,-0.875,NA,no
A36A2JLZUOPNUM,3R5LWXWHR08U42ND6XJVO76OH8GGXK,0,54,2.5,5,yes,USA,"When I was younger, I would go to school and gain more knowledge everyday.","It's raining tomorrow, so i need to go there today.",1463,{},Approved,3DZQRBDBSLFN0TNJ7ABPVPV9JCYS39,7,1,2.5,yes,yes
A36GO7YCYNTI1W,3CIS7GGG65J43KXRVXIK4XM8AAKEU9,0,54,1,5,yes,USA,"When I was younger, I would go to school and learn as much as I could.","It's raining tomorrow, so we should stay inside.",817,No comments,Approved,339ANSOTR5242DSUN49A896OL0IKIK,7,1,4,yes,yes
A36GU3OHGLDS8R,37OPIVELUU3W8LAVFT9ZPZ7RVNKHAG,0,54,1.125,4.75,yes,USA,"When I was younger, I would go to school and I would focus on what the teacher was saying in class.","It's raining tomorrow, so I better bring an umbrella with me.",327,{},Approved,3LRKMWOKB5HVGNDEY2RS88NK0DZ2ZE,7,1,3.625,yes,yes
A36IO734EV3V08,3Z33IC0JC0MNL3VASCC385NGXKD9VJ,0,54,1.75,6.875,yes,USA,"When I was younger, I would go to school and learn many new things.","It's raining tomorrow, so I think I will stay inside.",426,{},Approved,3PW9OPU9PQKYLRS6QRI0GE38N1L12T,7,1,5.125,yes,yes
A36IO8HVVL5WTZ,39HYCOOPKOLGY6EIQ0GE75NTXCGMDW,0,54,1.875,6.25,yes,USA,"When I was younger, I would go to school and make sure to bring my homework.","It's raining tomorrow, so I will stay in and read.",1383,"Some of these were pretty difficult to visualize, and I'm not sure that I got 100% but feel confident that I was able to do most correctly.",Approved,3ZAZR5XV01I8E55GVVGYKLW6C4CCZX,7,1,4.375,yes,yes
A36P1ZQ0GYF567,3UL5XDRDNCJ694XLHTOC4BY60QT85M,0,54,1.5,6.75,no,USA,"When I was younger, I would go to school and study hard.","It's raining tomorrow, so I better bring an umbrella when I go out.",679,{},Approved,3S96KQ6I9M4MXL2VPZMRI3D7CB1DTN,7,1,5.25,NA,no
A373ZHDG0UNHHZ,3CVDZS288H0DWQSEH6B4V5QE9PWFM0,0,54,4.125,4.375,yes,USA,"When I was younger, I would go to school and enjoy the day with friends","It's raining tomorrow, so i feel warm and enjoy the rainy day.",1381,{},Rejected,35GMH2SV3EHBCZBNPDBCUBP5DFLOE5,7,1,0.25,NA,no
A37C56BG2H359P,3GVPRXWRPHUELENHE8F0FK6GUSTI7J,0,54,5.25,5.875,yes,USA,"When I was younger, I would go to school and talk to my friends.","It's raining tomorrow, so I'll be sure to bring an umbrella.",230,{},Rejected,3UN61F00HWPEDTAA64ZDKCOXB965RU,7,1,0.625,NA,no
A37KREDYGDTP4U,3E6L1VR4XWMB7N7MUQ4N69TSJPHF6Q,0,54,1.4,6.2,yes,USA,"When I was younger, I would go to school and hang out with my friends.","It's raining tomorrow, so I will stay inside all day.",996,{},Approved,3AZHRG4CU4KNZK37Y8S5LJPQOKG03V,7,1,4.8,yes,yes
A37PUSY6CJ7TQ0,3OND0WXMHWFZYYR7VYBLLIXIG2IHEB,0,54,1,6.125,yes,USA,"When I was younger, I would go to school and look forward to gym class.","It's raining tomorrow, so I don't plan to walk to work.",343,{},Approved,3N1FSUEFL502G0N5AYLJAV1FW9LD4M,7,NA,5.125,yes,no
A37S96RT1P1IT2,37J05LC5AXJQXY8XN33MRDVCTILDJJ,0,54,1,6.625,yes,USA,"When I was younger, I would go to school and study math, reading, and science.","It's raining tomorrow, so I will take my umbrella.",703,No comment.,Approved,3HMIGG0U4L66XC5YIXYA4SRLGJMY8L,7,1,5.625,yes,yes
A38BNV13AV0S8Y,3PKJ68EHDNW79EDZ9ZMCIYAALAEJHY,0,54,2,6.125,yes,USA,"When I was younger, I would go to school and learn from my teachers.","It's raining tomorrow, so I will wear a jacket.",787,{},Approved,382M9COHEHF6P4VKLZNLTHHUVY9UEI,7,1,4.125,yes,yes
A38VFGL477QDJC,36818Z1KV3DHED3W08KXL56HCI2A32,0,54,3,5.875,,OTHER,"When I was younger, I would go to school and read my books in the library","It's raining tomorrow, so I need to get an umbrella",2152,{},Approved,3RANCT1ZVFH8I1J0B8LVS9B9S1WUBI,7,1,2.875,yes,no
A3908297ZI3LES,3UZUVSO3P7VLQCSIMVRYDN5EXOHEMH,0,54,1.625,6.75,yes,USA,"When I was younger, I would go to school and learn about science.","It's raining tomorrow, so I will go out today.",1023,Thank you,Approved,3OVR4I9USPJW59RAFKR3AU8EFOA4QI,7,1,5.125,yes,yes
A39148ITT8EQCN,34OWYT6U3WHIZXBAT5DKTGXMPIHI9V,0,54,2.875,7,yes,USA,"When I was younger, I would go to school and learn about new things.","It's raining tomorrow, so I can't go play tennis.",351,{},Approved,3SEPORI8WNZKLQ8IBHK7EQ6IC4PZAM,7,1,4.125,yes,yes
A3914P24XPNPY3,3MG8450X2OA80BMH4BYVY9LCOHMPU5,0,54,1.625,5.5,,USA,"When I was younger, I would go to school and learned about history and math","It's raining tomorrow, so I will stay indoors and cook",212,{},Approved,3VHHR074H3HIXZTGPDHEWKTUWKD7LG,7,1,3.875,yes,no
A39C1BN9ZSQ0R2,3D06DR5225JI0ZB66QPCH4FNC9JMAU,0,54,1.125,6.625,yes,USA,"When I was younger, I would go to school and go to classes and hang out with my friends.","It's raining tomorrow, so I'll probably just find stuff to do around the house.",1265,Well done.,Approved,3G5F9DBFOPXIMTBMGQ5WA6GQ1OEHVK,7,1,5.5,yes,yes
A39FJ8DCK0T28,3AJA9FLWSCYR072NWRDC3CJXSGCFIK,0,54,2.75,6.375,yes,USA,"When I was younger, I would go to school and cry all day","It's raining tomorrow, so i will stay home",1270,Red Forest,Approved,3QY5DC2MXRKYVIVGGA7RBZ2U72NFUQ,7,1,3.625,yes,yes
A39K5MR4MCSC56,3PR3LXCWSFZFPS05SRDLWQK1DVL9XM,0,54,2.5,5.375,yes,USA,"When I was younger, I would go to school and do my homework before class started.","It's raining tomorrow, so I'm going to stay inside if I can.",1779,neat. thanks,Approved,3I3WADAZ9Q4BGGIUECI9QHJS0MQ5OP,7,1,2.875,yes,yes
A39MKVROUZ1UWR,39O0SQZVJN7REDQ04V99TC77HOC7RC,0,54,1.6,6.9,yes,USA,"When I was younger, I would go to school and complete my assignments on time.","It's raining tomorrow, so I will make sure to bring my umbrella.",1285,{},Approved,3C8HJ7UOP7ULNRH78KACNH1I6IFMZO,7,1,5.3,yes,yes
A39WTL5BQTEI3X,3ZTE0JGGCESUTHTG3K0GF3UG7CJCO1,0,54,7,7,yes,USA,"When I was younger, I would go to school and STUDY","It's raining tomorrow, so I CANNOT GO TO SCHOOL",1133,GOOD,Rejected,3LBXNTKX0RVHBCYYITIMLAFNYJAX93,7,1,0,,no
A3A2SOD3TEJV0D,3PR3LXCWSFZFPS05SRDLWQK1DVL9XM,0.018518519,54,4,4.428571429,yes,USA,"When I was younger, I would go to school and church on everyday.","It's raining tomorrow, so you are going to take my umbrella with you",2302,This survey was very interesting.,Rejected,369J354OFDAJ771AVCF6DEOQ5V76GG,7,1,0.428571429,NA,no
A3A42ASUF124VB,3G57RS03HH5VNPVW1CFBUKL3EQ152G,0,54,3.75,2.75,yes,USA,"When I was younger, I would go to school and learn more than languages","It's raining tomorrow, so I will take rest",1233,good,Rejected,3TU5ZICBRD1XOAECRNHGR6OJHD4Q8F,7,1,-1,NA,no
A3AJJHOAV7WIUQ,37S0QRNUFBGPWMGNFRVFGV8X2GU88O,0.018518519,54,1,6.25,,USA,"When I was younger, I would go to school and study with my classmates","It's raining tomorrow, so the picnic will be cancelled",297,{},Approved,32UTUBMZ7GW8VG80GYV0OVDS685VB8,7,1,5.25,yes,no
A3AY059NMP3VIZ,3BS6ERDL937E93TQ3K9XI9Q77C1D6D,0,54,1,5,yes,USA,"When I was younger, I would go to school and do homework after school.","It's raining tomorrow, so you should remember to bring your umbrella.",1768,The survey clear and worked well without any problems.,Approved,3VNXK88KKCIP7NT3IEH4XPI2IB1V93,7,1,4,yes,yes
A3C2X1L5PVNNLV,31KPKEKW4ADQGV9RNZ2AEISGRO3B03,0,54,2.625,5.25,,USA,"When I was younger, I would go to school and learn about history","It's raining tomorrow, so don't expect me",2555,{},Approved,39O5D9O87TS7TCYNAOLPGKRRX9D3CR,7,1,2.625,yes,no
A3CD3C99T8S6ON,3J94SKDEKIPIQZTCY1ZSQ3C7BHQD5X,0,54,1.1,6.8,yes,USA,"When I was younger, I would go to school and take classes in reading, writing, and mathematics.","It's raining tomorrow, so I will probably stay home.",487,no comments,Approved,3018Q3ZVOIQBJZMR10QUSN4J3K8RAH,7,1,5.7,yes,yes
A3CE0SWITZK3UD,3J94SKDEKIPIQZTCY1ZSQ3C7BHQ5DP,0,54,1,6.75,yes,USA,"When I was younger, I would go to school and work hard to earn good grades","It's raining tomorrow, so the sun will definitely not be out",3199,{},Rejected,3QAPZX2QN4DYE27OU8E029KYI6G20M,7,1,5.75,yes,yes
A3CGQOJC28OVGN,3EKZL9T8Y8MK107TZ75QVUXFVQ5HCI,0,54,2,6.9,yes,USA,leave my dog at home.,"It's raining tomorrow, so I will carry an umbrella.",415,{},Rejected,35H6S234SA0LRACQEGWF9HX1FMS56W,7,1,4.9,yes,yes
A3CH1Z6J9R38G9,3BCRDCM0ODUMN9Z0V1VKMMLXRLYK6X,0,54,1,5.375,yes,USA,"When I was younger, I would go to school and study hard all day.","It's raining tomorrow, so bring your umbrella for the trip.",1920,{},Approved,3TU5ZICBRD1XOAECRNHGR6OJHA5Q8A,7,1,4.375,yes,yes
A3CP0DLCGX5J7O,388CL5C1RJND441ZCKYPYDN2PZJHLY,0,54,1,6.1,yes,USA,"When I was younger, I would go to school and learn math and English.","It's raining tomorrow, so I will bring an umbrella and raincoat",389,{},Approved,3EJPLAJKEMGJYOWFL43VYL4WGI2Z6T,7,1,5.1,yes,yes
A3D2U4QF7821ZW,39XCQ6V3KY4J5QEXOEREKX2FUV356X,0,54,1.375,6.125,yes,USA,"When I was younger, I would go to school and try to learn everything I could.","It's raining tomorrow, so I need to make sure I pack an umbrella.",2460,{},Approved,3J88R45B2GY23ZE5ZIEJ70F23NSPXQ,7,1,4.75,yes,yes
A3DCMLNFISSIAW,3G57RS03HH5VNPVW1CFBUKL3EQ152G,0,54,6.375,6.125,yes,USA,"When I was younger, I would go to school and You're probably feeling excited and maybe a little sad that summer is over.","It's raining tomorrow, so  I AM HAPPILY ENJOYING",234,GOOD AND INTERESTING,Rejected,3R3YRB5GRF33ZRE85ULZXYR3AJCAU4,7,1,-0.25,,no
A3DJJQP3ATMFKP,39KMGHJ4RZAPW86HPJ5LU1WX0K6006,0,54,2.25,6.625,,,"When I was younger, I would go to school and learn about history and science.","It's raining tomorrow, so I should bring an umbrella.",481,{},Approved,34T446B1C0EBCKZQR136EMTKUXT0CT,7,1,4.375,yes,no
A3DUPRZSMU9W5R,3NSCTNUR2ZNKSSQ0ER8Q0241QET5AN,0,54,1.75,5.5,yes,USA,"When I was younger, I would go to school and learn.","It's raining tomorrow, so I'll stay home.",965,"Depending on the positions of the two subject nouns in the sentence, if one had a more prestigious position for example, I gave the sentence less likely or more likely to be credible depending upon who was helping whom. Thx",Approved,3L6L49WXW0X7CN8CVS30CJDNJSN546,7,2,3.75,yes,no
A3E6CBPKULWOIH,3BPP3MA3TCK1KUAXMJQJDAQPXJRELF,0,54,5.875,6,yes,USA,"When I was younger, I would go to school and park","It's raining tomorrow, so I come with umbrella",3005,excellent,Rejected,3NLZY2D53PPS3HYVLCQKWBAP1A4QLW,7,1,0.125,,no
A3EG4C9T4F5DUR,3566S7OX5DJ3L8RJ61UUNLPUDQI71G,0,54,2.5,5.875,yes,USA,"When I was younger, I would go to school and listen to the teacher.","It's raining tomorrow, so I am staying inside.",3390,{},Approved,3X66WABAJWIKAOESCAH86BC6V17G3G,7,1,3.375,yes,yes
A3EUGO4VR2N4G1,360ZO6N6J1J4VG11EKBCL9436R1M9F,0,54,1.375,6.5,yes,USA,"When I was younger, I would go to school and try to get good grades.","It's raining tomorrow, so I will bring an umbrella with me.",319,Thanks for paying fair!,Approved,3QAPZX2QN4DYE27OU8E029KYI6H20N,7,1,5.125,yes,yes
